issuer,document_id,report_date,doc_type,source_url,status,note
jpm,JPM_FQ1_2026,2026-04-14,Press Release,https://www.sec.gov/Archives/edgar/data/19617/000162828026024990/a1q26erfexhibit991narrative.htm,verified,"SEC 8-K exhibit; chars=22070, year token present"
jpm,JPM_FQ1_2026,2026-04-14,Earnings Presentation,https://www.sec.gov/Archives/edgar/data/19617/000162828026025013/a1q26_earningsxpresentat.htm,verified,"SEC 8-K exhibit; chars=23152, year token present"
boeing,BA_FQ4_2020,2021-01-27,Press Release,https://www.sec.gov/Archives/edgar/data/12927/000119312521018429/d117509dex991.htm,verified,"SEC 8-K exhibit; chars=31540, year token present"
boeing,BA_FQ1_2021,2021-04-28,Press Release,https://www.sec.gov/Archives/edgar/data/12927/000001292721000035/a202103mar318kprex991.htm,verified,"SEC 8-K exhibit; chars=25618, year token present"
boeing,BA_FQ2_2021,2021-07-28,Press Release,https://www.sec.gov/Archives/edgar/data/12927/000001292721000068/a202106jun308kprex991.htm,verified,"SEC 8-K exhibit; chars=28275, year token present"
boeing,BA_FQ3_2021,2021-10-27,Press Release,https://www.sec.gov/Archives/edgar/data/12927/000001292721000087/a202109sep308kprex991.htm,verified,"SEC 8-K exhibit; chars=27679, year token present"
boeing,BA_FQ4_2021,2022-01-26,Press Release,https://www.sec.gov/Archives/edgar/data/12927/000001292722000005/a202112dec318kprex991.htm,verified,"SEC 8-K exhibit; chars=28767, year token present"
boeing,BA_FQ1_2022,2022-04-27,Press Release,https://www.sec.gov/Archives/edgar/data/12927/000001292722000019/a202203mar318kprex991.htm,verified,"SEC 8-K exhibit; chars=25304, year token present"
boeing,BA_FQ2_2022,2022-07-27,Press Release,https://www.sec.gov/Archives/edgar/data/12927/000001292722000052/a202206jun308kprex991.htm,verified,"SEC 8-K exhibit; chars=26538, year token present"
boeing,BA_FQ3_2022,2022-10-26,Press Release,https://www.sec.gov/Archives/edgar/data/12927/000001292722000070/a202209sep308kprex991.htm,verified,"SEC 8-K exhibit; chars=26990, year token present"
boeing,BA_FQ1_2026,2026-04-22,Press Release,https://www.sec.gov/Archives/edgar/data/12927/000162828026026391/a202603mar318kprex991.htm,verified,"SEC 8-K exhibit; chars=23500, year token present"
bank_of_america,BAC_FQ4_2020,2021-01-19,Press Release,https://www.sec.gov/Archives/edgar/data/70858/000007085821000004/bac12312020ex991.htm,verified,"SEC 8-K exhibit; chars=58677, year token present"
bank_of_america,BAC_FQ4_2020,2021-01-19,Earnings Presentation,https://www.sec.gov/Archives/edgar/data/70858/000007085821000004/thepresentationmaterials.htm,verified,"SEC 8-K exhibit; chars=59452, year token present"
bank_of_america,BAC_FQ1_2021,2021-04-15,Press Release,https://www.sec.gov/Archives/edgar/data/70858/000007085821000048/bac03312021ex991.htm,verified,"SEC 8-K exhibit; chars=55286, year token present"
bank_of_america,BAC_FQ1_2021,2021-04-15,Earnings Presentation,https://www.sec.gov/Archives/edgar/data/70858/000007085821000048/thepresentationmaterials.htm,verified,"SEC 8-K exhibit; chars=54632, year token present"
bank_of_america,BAC_FQ2_2021,2021-07-14,Press Release,https://www.sec.gov/Archives/edgar/data/70858/000007085821000079/bac06302021ex991.htm,verified,"SEC 8-K exhibit; chars=59057, year token present"
bank_of_america,BAC_FQ2_2021,2021-07-14,Earnings Presentation,https://www.sec.gov/Archives/edgar/data/70858/000007085821000079/bac06302021ex992.htm,verified,"SEC 8-K exhibit; chars=56626, year token present"
bank_of_america,BAC_FQ3_2021,2021-10-14,Press Release,https://www.sec.gov/Archives/edgar/data/70858/000007085821000098/bac09302021ex991.htm,verified,"SEC 8-K exhibit; chars=60139, year token present"
bank_of_america,BAC_FQ3_2021,2021-10-14,Earnings Presentation,https://www.sec.gov/Archives/edgar/data/70858/000007085821000098/bac09302021ex992.htm,verified,"SEC 8-K exhibit; chars=61673, year token present"
bank_of_america,BAC_FQ4_2021,2022-01-19,Press Release,https://www.sec.gov/Archives/edgar/data/70858/000007085822000009/bac-12312021ex991.htm,verified,"SEC 8-K exhibit; chars=61960, year token present"
bank_of_america,BAC_FQ4_2021,2022-01-19,Earnings Presentation,https://www.sec.gov/Archives/edgar/data/70858/000007085822000009/bac-12312021ex992.htm,verified,"SEC 8-K exhibit; chars=63191, year token present"
bank_of_america,BAC_FQ1_2022,2022-04-18,Press Release,https://www.sec.gov/Archives/edgar/data/70858/000007085822000079/bac-03312022ex991.htm,verified,"SEC 8-K exhibit; chars=58761, year token present"
bank_of_america,BAC_FQ1_2022,2022-04-18,Earnings Presentation,https://www.sec.gov/Archives/edgar/data/70858/000007085822000079/bac-03312022ex992.htm,verified,"SEC 8-K exhibit; chars=60856, year token present"
bank_of_america,BAC_FQ2_2022,2022-07-18,Press Release,https://www.sec.gov/Archives/edgar/data/70858/000007085822000105/bac-06302022ex991.htm,verified,"SEC 8-K exhibit; chars=61543, year token present"
bank_of_america,BAC_FQ2_2022,2022-07-18,Earnings Presentation,https://www.sec.gov/Archives/edgar/data/70858/000007085822000105/bac-06302022ex992.htm,verified,"SEC 8-K exhibit; chars=66298, year token present"
bank_of_america,BAC_FQ3_2022,2022-10-17,Press Release,https://www.sec.gov/Archives/edgar/data/70858/000007085822000125/bac-09302022ex991.htm,verified,"SEC 8-K exhibit; chars=61739, year token present"
bank_of_america,BAC_FQ3_2022,2022-10-17,Earnings Presentation,https://www.sec.gov/Archives/edgar/data/70858/000007085822000125/bac-09302022ex992.htm,verified,"SEC 8-K exhibit; chars=65790, year token present"
bank_of_america,BAC_FQ1_2026,2026-04-15,Press Release,https://www.sec.gov/Archives/edgar/data/70858/000007085826000222/bac03312026ex991.htm,verified,"SEC 8-K exhibit; chars=60558, year token present"
bank_of_america,BAC_FQ1_2026,2026-04-15,Earnings Presentation,https://www.sec.gov/Archives/edgar/data/70858/000007085826000222/bac03312026ex992.htm,verified,"SEC 8-K exhibit; chars=68065, year token present"
disney,DIS_FQ1_2021,2021-02-11,Press Release,https://www.sec.gov/Archives/edgar/data/1744489/000174448921000045/fy2021_q1xprxex991.htm,verified,"SEC 8-K exhibit; chars=34724, year token present"
disney,DIS_FQ2_2021,2021-05-13,Press Release,https://www.sec.gov/Archives/edgar/data/1744489/000174448921000105/fy2021_q2xprxex991.htm,verified,"SEC 8-K exhibit; chars=40175, year token present"
disney,DIS_FQ3_2021,2021-08-12,Press Release,https://www.sec.gov/Archives/edgar/data/1744489/000174448921000179/fy2021_q3xprxex991.htm,verified,"SEC 8-K exhibit; chars=42852, year token present"
disney,DIS_FQ4_2021,2021-11-10,Press Release,https://www.sec.gov/Archives/edgar/data/1744489/000174448921000214/fy2021_q4xprxex991.htm,verified,"SEC 8-K exhibit; chars=46257, year token present"
disney,DIS_FQ1_2022,2022-02-09,Press Release,https://www.sec.gov/Archives/edgar/data/1744489/000174448922000057/fy2022_q1xprxex991.htm,verified,"SEC 8-K exhibit; chars=40901, year token present"
disney,DIS_FQ2_2022,2022-05-11,Press Release,https://www.sec.gov/Archives/edgar/data/1744489/000174448922000099/fy2022_q2xprxex991.htm,verified,"SEC 8-K exhibit; chars=46921, year token present"
disney,DIS_FQ3_2022,2022-08-10,Press Release,https://www.sec.gov/Archives/edgar/data/1744489/000174448922000160/fy2022_q3xprxex991.htm,verified,"SEC 8-K exhibit; chars=47139, year token present"
disney,DIS_FQ1_2026,2026-02-02,Press Release,https://www.sec.gov/Archives/edgar/data/1744489/000174448926000018/fy2026_q1xprxex991.htm,verified,"SEC 8-K exhibit; chars=35916, year token present"
target,TGT_FQ4_2020,2021-03-02,Press Release,https://www.sec.gov/Archives/edgar/data/27419/000002741921000007/a2020q4ex-99.htm,verified,"SEC 8-K exhibit; chars=23925, year token present"
target,TGT_FQ1_2021,2021-05-19,Press Release,https://www.sec.gov/Archives/edgar/data/27419/000002741921000013/a2021q1ex-99.htm,verified,"SEC 8-K exhibit; chars=19676, year token present"
target,TGT_FQ2_2021,2021-08-18,Press Release,https://www.sec.gov/Archives/edgar/data/27419/000002741921000023/a2021q2ex-99.htm,verified,"SEC 8-K exhibit; chars=22138, year token present"
target,TGT_FQ3_2021,2021-11-17,Press Release,https://www.sec.gov/Archives/edgar/data/27419/000002741921000031/a2021q3ex-99.htm,verified,"SEC 8-K exhibit; chars=20982, year token present"
target,TGT_FQ4_2021,2022-03-01,Press Release,https://www.sec.gov/Archives/edgar/data/27419/000002741922000002/a2021q4ex-99.htm,verified,"SEC 8-K exhibit; chars=23442, year token present"
target,TGT_FQ1_2022,2022-05-18,Press Release,https://www.sec.gov/Archives/edgar/data/27419/000002741922000011/a2022q1ex-99.htm,verified,"SEC 8-K exhibit; chars=19589, year token present"
target,TGT_FQ2_2022,2022-08-17,Press Release,https://www.sec.gov/Archives/edgar/data/27419/000002741922000023/a2022q2ex-99.htm,verified,"SEC 8-K exhibit; chars=21442, year token present"
target,TGT_FQ3_2022,2022-11-16,Press Release,https://www.sec.gov/Archives/edgar/data/27419/000002741922000032/a2022q3ex-99.htm,verified,"SEC 8-K exhibit; chars=22876, year token present"
target,TGT_FQ4_2025,2026-03-03,Press Release,https://www.sec.gov/Archives/edgar/data/27419/000002741926000012/a2025q4ex-99.htm,verified,"SEC 8-K exhibit; chars=26080, year token present"
netflix,NFLX_FQ4_2020,2021-01-19,Press Release,https://www.sec.gov/Archives/edgar/data/1065280/000106528021000037/ex991_q420.htm,verified,"SEC 8-K exhibit; chars=25661, year token present"
netflix,NFLX_FQ1_2021,2021-04-20,Press Release,https://www.sec.gov/Archives/edgar/data/1065280/000106528021000143/ex991_q121.htm,verified,"SEC 8-K exhibit; chars=25512, year token present"
netflix,NFLX_FQ2_2021,2021-07-20,Press Release,https://www.sec.gov/Archives/edgar/data/1065280/000106528021000249/ex991_q221.htm,verified,"SEC 8-K exhibit; chars=27823, year token present"
netflix,NFLX_FQ3_2021,2021-10-19,Press Release,https://www.sec.gov/Archives/edgar/data/1065280/000106528021000362/ex991_q321.htm,verified,"SEC 8-K exhibit; chars=27539, year token present"
netflix,NFLX_FQ4_2021,2022-01-20,Press Release,https://www.sec.gov/Archives/edgar/data/1065280/000106528022000035/ex991_q421.htm,verified,"SEC 8-K exhibit; chars=26750, year token present"
netflix,NFLX_FQ1_2022,2022-04-19,Press Release,https://www.sec.gov/Archives/edgar/data/1065280/000106528022000144/ex991_q122.htm,verified,"SEC 8-K exhibit; chars=27770, year token present"
netflix,NFLX_FQ2_2022,2022-07-19,Press Release,https://www.sec.gov/Archives/edgar/data/1065280/000106528022000256/ex991_q222.htm,verified,"SEC 8-K exhibit; chars=36600, year token present"
netflix,NFLX_FQ3_2022,2022-10-18,Press Release,https://www.sec.gov/Archives/edgar/data/1065280/000106528022000367/ex991_q322.htm,verified,"SEC 8-K exhibit; chars=38062, year token present"
netflix,NFLX_FQ1_2025,2025-04-17,Press Release,https://www.sec.gov/Archives/edgar/data/1065280/000106528025000175/ex991_q125.htm,verified,"SEC 8-K exhibit; chars=33316, year token present"
