Company	Ticker	Year	Quarter	Rater	Type (Human/LLM)	Sentiment Score (-1 to +1)	Decision (BUY/HOLD/SELL)	Time (seconds)	Document Date	Closing Date	Prior Close ($)	Opening Date	Next Day Open ($)	Token Cost ($)	Actual % Change	Actual Direction	Prediction Correct?	Position	Net PL	Notes / Risks Flagged
Walmart	WMT	2025	Q1	Ben/DeepSeek (aggressive: micro.55/macro.45)	LLM	-0.0800	SELL		2025-05-14	2025-05-14	96.03	2025-05-15	93.52	0.005478	-2.61%	DOWN	YES	-1	2.5138%	micro=0.10 macro=-0.30 w=[0.55,0.45,0,0] thr=(0.25,-0.05) - PSR=0.0/perm_p=0.150, unvalidated
Walmart	WMT	2026	Q1	Ben/DeepSeek (aggressive: micro.55/macro.45)	LLM	-0.0525	SELL		2026-05-20	2026-05-20	130.85	2026-05-21	124.41	0.005744	-4.92%	DOWN	YES	-1	4.8217%	micro=0.15 macro=-0.30 w=[0.55,0.45,0,0] thr=(0.25,-0.05) - PSR=0.0/perm_p=0.150, unvalidated
Walmart	WMT	2025	Q2	Ben/DeepSeek (aggressive: micro.55/macro.45)	LLM	0.1650	HOLD		2025-08-20	2025-08-20	101.96	2025-08-21	98.82	0.005995	-3.08%	DOWN	NO	0	0.0000%	micro=0.30 macro=0.00 w=[0.55,0.45,0,0] thr=(0.25,-0.05) - PSR=0.0/perm_p=0.150, unvalidated
Walmart	WMT	2025	Q3	Ben/DeepSeek (aggressive: micro.55/macro.45)	LLM	0.3200	BUY		2025-11-19	2025-11-19	100.01	2025-11-20	103.32	0.005502	3.31%	UP	YES	1	3.2097%	micro=0.50 macro=0.10 w=[0.55,0.45,0,0] thr=(0.25,-0.05) - PSR=0.0/perm_p=0.150, unvalidated
Walmart	WMT	2025	Q4	Ben/DeepSeek (aggressive: micro.55/macro.45)	LLM	0.1200	HOLD		2026-02-18	2026-02-18	126.12	2026-02-19	127.99	0.006738	1.48%	FLAT	YES	0	0.0000%	micro=0.30 macro=-0.10 w=[0.55,0.45,0,0] thr=(0.25,-0.05) - PSR=0.0/perm_p=0.150, unvalidated
Bank of America	BAC	2025	Q1	Ben/DeepSeek (aggressive: micro.55/macro.45)	LLM	-0.1350	SELL		2025-04-15	2025-04-15	36.96	2025-04-16	36.84	0.006709	-0.32%	FLAT	NO	-1	0.2247%	micro=0.00 macro=-0.30 w=[0.55,0.45,0,0] thr=(0.25,-0.05) - PSR=0.0/perm_p=0.150, unvalidated
Bank of America	BAC	2025	Q2	Ben/DeepSeek (aggressive: micro.55/macro.45)	LLM	0.1275	HOLD		2025-07-15	2025-07-15	45.17	2025-07-16	45.26	0.007113	0.20%	FLAT	YES	0	0.0000%	micro=0.15 macro=0.10 w=[0.55,0.45,0,0] thr=(0.25,-0.05) - PSR=0.0/perm_p=0.150, unvalidated
Bank of America	BAC	2025	Q3	Ben/DeepSeek (aggressive: micro.55/macro.45)	LLM	0.3000	BUY		2025-10-14	2025-10-14	49.29	2025-10-15	50.75	0.007099	2.96%	UP	YES	1	2.8621%	micro=0.30 macro=0.30 w=[0.55,0.45,0,0] thr=(0.25,-0.05) - PSR=0.0/perm_p=0.150, unvalidated
Bank of America	BAC	2025	Q4	Ben/DeepSeek (aggressive: micro.55/macro.45)	LLM	0.2500	HOLD		2026-01-13	2026-01-13	53.95	2026-01-14	52.31	0.008346	-3.04%	DOWN	NO	0	0.0000%	micro=0.25 macro=0.25 w=[0.55,0.45,0,0] thr=(0.25,-0.05) - PSR=0.0/perm_p=0.150, unvalidated
Boeing	BA	2025	Q1	Ben/DeepSeek (aggressive: micro.55/macro.45)	LLM	0.0025	HOLD		2025-04-23	2025-04-23	172.37	2025-04-24	171.20	0.009070	-0.68%	FLAT	YES	0	0.0000%	micro=0.25 macro=-0.30 w=[0.55,0.45,0,0] thr=(0.25,-0.05) - PSR=0.0/perm_p=0.150, unvalidated
Boeing	BA	2025	Q2	Ben/DeepSeek (aggressive: micro.55/macro.45)	LLM	0.1550	HOLD		2025-07-29	2025-07-29	226.08	2025-07-30	227.84	0.005228	0.78%	FLAT	YES	0	0.0000%	micro=0.20 macro=0.10 w=[0.55,0.45,0,0] thr=(0.25,-0.05) - PSR=0.0/perm_p=0.150, unvalidated
Boeing	BA	2025	Q3	Ben/DeepSeek (aggressive: micro.55/macro.45)	LLM	-0.1400	SELL		2025-10-29	2025-10-29	213.58	2025-10-30	210.01	0.005247	-1.67%	FLAT	NO	-1	1.5715%	micro=-0.50 macro=0.30 w=[0.55,0.45,0,0] thr=(0.25,-0.05) - PSR=0.0/perm_p=0.150, unvalidated
Boeing	BA	2025	Q4	Ben/DeepSeek (aggressive: micro.55/macro.45)	LLM	0.2500	HOLD		2026-01-26	2026-01-26	248.43	2026-01-27	242.50	0.035998	-2.39%	DOWN	NO	0	0.0000%	micro=0.25 macro=0.25 w=[0.55,0.45,0,0] thr=(0.25,-0.05) - PSR=0.0/perm_p=0.150, unvalidated
Disney	DIS	2025	Q1	Ben/DeepSeek (aggressive: micro.55/macro.45)	LLM	0.0025	HOLD		2025-05-07	2025-05-07	100.21	2025-05-08	102.05	0.006273	1.84%	FLAT	YES	0	0.0000%	micro=0.25 macro=-0.30 w=[0.55,0.45,0,0] thr=(0.25,-0.05) - PSR=0.0/perm_p=0.150, unvalidated
Disney	DIS	2025	Q3	Ben/DeepSeek (aggressive: micro.55/macro.45)	LLM	0.2375	HOLD		2025-08-05	2025-08-05	116.63	2025-08-06	114.13	0.006136	-2.14%	DOWN	NO	0	0.0000%	micro=0.35 macro=0.10 w=[0.55,0.45,0,0] thr=(0.25,-0.05) - PSR=0.0/perm_p=0.150, unvalidated
Disney	DIS	2025	Q4	Ben/DeepSeek (aggressive: micro.55/macro.45)	LLM	0.3000	BUY		2025-11-12	2025-11-12	114.99	2025-11-13	107.34	0.006489	-6.65%	DOWN	NO	1	-6.7528%	micro=0.30 macro=0.30 w=[0.55,0.45,0,0] thr=(0.25,-0.05) - PSR=0.0/perm_p=0.150, unvalidated
JPMorgan	JPM	2025	Q1	Ben/DeepSeek (aggressive: micro.55/macro.45)	LLM	-0.4100	SELL		2025-04-10	2025-04-10	221.78	2025-04-11	221.00		-0.35%	FLAT	NO	-1	0.2517%	micro=-0.50 macro=-0.30 w=[0.55,0.45,0,0] thr=(0.25,-0.05) - PSR=0.0/perm_p=0.150, unvalidated
JPMorgan	JPM	2026	Q1	Ben/DeepSeek (aggressive: micro.55/macro.45)	LLM	-0.0800	SELL		2026-04-14	2026-04-14	309.72	2026-04-15	312.54	0.008313	0.91%	FLAT	NO	-1	-1.0105%	micro=0.10 macro=-0.30 w=[0.55,0.45,0,0] thr=(0.25,-0.05) - PSR=0.0/perm_p=0.150, unvalidated
JPMorgan	JPM	2025	Q2	Ben/DeepSeek (aggressive: micro.55/macro.45)	LLM	0.2100	HOLD		2025-07-15	2025-07-15	281.17	2025-07-16	282.99		0.65%	FLAT	YES	0	0.0000%	micro=0.30 macro=0.10 w=[0.55,0.45,0,0] thr=(0.25,-0.05) - PSR=0.0/perm_p=0.150, unvalidated
JPMorgan	JPM	2025	Q3	Ben/DeepSeek (aggressive: micro.55/macro.45)	LLM	0.2175	HOLD		2025-10-14	2025-10-14	297.85	2025-10-15	302.10		1.43%	FLAT	YES	0	0.0000%	micro=0.15 macro=0.30 w=[0.55,0.45,0,0] thr=(0.25,-0.05) - PSR=0.0/perm_p=0.150, unvalidated
JPMorgan	JPM	2025	Q4	Ben/DeepSeek (aggressive: micro.55/macro.45)	LLM	0.2225	HOLD		2026-01-13	2026-01-13	307.93	2026-01-14	305.26		-0.87%	FLAT	YES	0	0.0000%	micro=0.20 macro=0.25 w=[0.55,0.45,0,0] thr=(0.25,-0.05) - PSR=0.0/perm_p=0.150, unvalidated
Netflix	NFLX	2025	Q1	Ben/DeepSeek (aggressive: micro.55/macro.45)	LLM	-0.0525	SELL		2025-04-17	2025-04-17	97.30	2025-04-21	98.44	0.008116	1.17%	FLAT	NO	-1	-1.2716%	micro=0.15 macro=-0.30 w=[0.55,0.45,0,0] thr=(0.25,-0.05) - PSR=0.0/perm_p=0.150, unvalidated
Netflix	NFLX	2026	Q1	Ben/DeepSeek (aggressive: micro.55/macro.45)	LLM	-0.0525	SELL		2026-04-16	2026-04-16	107.79	2026-04-17	96.37	0.008081	-10.59%	DOWN	YES	-1	10.4947%	micro=0.15 macro=-0.30 w=[0.55,0.45,0,0] thr=(0.25,-0.05) - PSR=0.0/perm_p=0.150, unvalidated
Netflix	NFLX	2025	Q2	Ben/DeepSeek (aggressive: micro.55/macro.45)	LLM	0.2100	HOLD		2025-07-17	2025-07-17	127.42	2025-07-18	124.20	0.008433	-2.53%	DOWN	NO	0	0.0000%	micro=0.30 macro=0.10 w=[0.55,0.45,0,0] thr=(0.25,-0.05) - PSR=0.0/perm_p=0.150, unvalidated
Netflix	NFLX	2025	Q3	Ben/DeepSeek (aggressive: micro.55/macro.45)	LLM	0.1350	HOLD		2025-10-21	2025-10-21	124.14	2025-10-22	114.29	0.005811	-7.93%	DOWN	NO	0	0.0000%	micro=0.00 macro=0.30 w=[0.55,0.45,0,0] thr=(0.25,-0.05) - PSR=0.0/perm_p=0.150, unvalidated
Netflix	NFLX	2024	Q4	Ben/DeepSeek (aggressive: micro.55/macro.45)	LLM	0.8000	BUY		2025-01-21	2025-01-21	86.97	2025-01-22	99.80	0.005691	14.75%	UP	YES	1	14.6522%	micro=0.80 macro=n/a w=[0.55,0.45,0,0] thr=(0.25,-0.05) - PSR=0.0/perm_p=0.150, unvalidated
Netflix	NFLX	2025	Q4	Ben/DeepSeek (aggressive: micro.55/macro.45)	LLM	0.4425	BUY		2026-01-20	2026-01-20	87.26	2026-01-21	82.52	0.008798	-5.43%	DOWN	NO	1	-5.5320%	micro=0.60 macro=0.25 w=[0.55,0.45,0,0] thr=(0.25,-0.05) - PSR=0.0/perm_p=0.150, unvalidated
Target	TGT	2025	Q1	Ben/DeepSeek (aggressive: micro.55/macro.45)	LLM	-0.4100	SELL		2025-05-21	2025-05-21	89.11	2025-05-22	88.31	0.008485	-0.90%	FLAT	NO	-1	0.7978%	micro=-0.50 macro=-0.30 w=[0.55,0.45,0,0] thr=(0.25,-0.05) - PSR=0.0/perm_p=0.150, unvalidated
Target	TGT	2026	Q1	Ben/DeepSeek (aggressive: micro.55/macro.45)	LLM	0.0300	HOLD		2026-05-20	2026-05-20	122.33	2026-05-21	120.83	0.008872	-1.23%	FLAT	YES	0	0.0000%	micro=0.30 macro=-0.30 w=[0.55,0.45,0,0] thr=(0.25,-0.05) - PSR=0.0/perm_p=0.150, unvalidated
Target	TGT	2025	Q2	Ben/DeepSeek (aggressive: micro.55/macro.45)	LLM	0.0000	HOLD		2025-08-20	2025-08-20	95.58	2025-08-21	95.38	0.008658	-0.21%	FLAT	YES	0	0.0000%	micro=0.00 macro=0.00 w=[0.55,0.45,0,0] thr=(0.25,-0.05) - PSR=0.0/perm_p=0.150, unvalidated
Target	TGT	2025	Q3	Ben/DeepSeek (aggressive: micro.55/macro.45)	LLM	-0.2300	SELL		2025-11-19	2025-11-19	84.42	2025-11-20	84.49	0.008778	0.08%	FLAT	NO	-1	-0.1829%	micro=-0.50 macro=0.10 w=[0.55,0.45,0,0] thr=(0.25,-0.05) - PSR=0.0/perm_p=0.150, unvalidated
Barclays	BCS	2026	Q1	Ben/DeepSeek (aggressive: micro.55/macro.45)	LLM	-0.0525	SELL		2026-04-28	2026-04-28	23.00	2026-04-29	23.10	0.016143	0.43%	FLAT	NO	-1	-0.5348%	micro=0.15 macro=-0.30 w=[0.55,0.45,0,0] thr=(0.25,-0.05) - PSR=0.0/perm_p=0.150, unvalidated
Barclays	BCS	2025	Q2	Ben/DeepSeek (aggressive: micro.55/macro.45)	LLM	0.1825	HOLD		2025-07-29	2025-07-29	19.65	2025-07-30	19.56	0.027562	-0.46%	FLAT	YES	0	0.0000%	micro=0.25 macro=0.10 w=[0.55,0.45,0,0] thr=(0.25,-0.05) - PSR=0.0/perm_p=0.150, unvalidated
Barclays	BCS	2025	Q3	Ben/DeepSeek (aggressive: micro.55/macro.45)	LLM	0.3275	BUY		2025-10-22	2025-10-22	20.11	2025-10-23	20.50	0.017673	1.94%	FLAT	NO	1	1.8393%	micro=0.35 macro=0.30 w=[0.55,0.45,0,0] thr=(0.25,-0.05) - PSR=0.0/perm_p=0.150, unvalidated
Ford	F	2026	Q1	Ben/DeepSeek (aggressive: micro.55/macro.45)	LLM	0.1400	HOLD		2026-04-29	2026-04-29	12.09	2026-04-30	11.41	0.009054	-5.62%	DOWN	NO	0	0.0000%	micro=0.50 macro=-0.30 w=[0.55,0.45,0,0] thr=(0.25,-0.05) - PSR=0.0/perm_p=0.150, unvalidated
Ford	F	2025	Q2	Ben/DeepSeek (aggressive: micro.55/macro.45)	LLM	-0.1200	SELL		2025-07-30	2025-07-30	10.36	2025-07-31	10.26	0.009234	-0.97%	FLAT	NO	-1	0.8653%	micro=-0.30 macro=0.10 w=[0.55,0.45,0,0] thr=(0.25,-0.05) - PSR=0.0/perm_p=0.150, unvalidated
Ford	F	2025	Q4	Ben/DeepSeek (aggressive: micro.55/macro.45)	LLM	0.2775	BUY		2026-02-10	2026-02-10	13.26	2026-02-11	13.31	0.009714	0.38%	FLAT	NO	1	0.2771%	micro=0.30 macro=0.25 w=[0.55,0.45,0,0] thr=(0.25,-0.05) - PSR=0.0/perm_p=0.150, unvalidated
Microsoft	MSFT	2025	Q1	Ben/DeepSeek (aggressive: micro.55/macro.45)	LLM	0.2500	HOLD		2024-10-30	2024-10-30	426.61	2024-10-31	409.67	0.011334	-3.97%	DOWN	NO	0	0.0000%	micro=0.25 macro=n/a w=[0.55,0.45,0,0] thr=(0.25,-0.05) - PSR=0.0/perm_p=0.150, unvalidated
Microsoft	MSFT	2026	Q1	Ben/DeepSeek (aggressive: micro.55/macro.45)	LLM	0.3000	BUY		2025-10-29	2025-10-29	538.14	2025-10-30	527.14	0.009907	-2.04%	DOWN	NO	1	-2.1441%	micro=0.30 macro=0.30 w=[0.55,0.45,0,0] thr=(0.25,-0.05) - PSR=0.0/perm_p=0.150, unvalidated
Microsoft	MSFT	2025	Q2	Ben/DeepSeek (aggressive: micro.55/macro.45)	LLM	0.3000	BUY		2025-01-29	2025-01-29	437.14	2025-01-30	413.86	0.010581	-5.33%	DOWN	NO	1	-5.4255%	micro=0.30 macro=n/a w=[0.55,0.45,0,0] thr=(0.25,-0.05) - PSR=0.0/perm_p=0.150, unvalidated
Pfizer	PFE	2025	Q1	Ben/DeepSeek (aggressive: micro.55/macro.45)	LLM	-0.0800	SELL		2025-04-28	2025-04-28	21.14	2025-04-29	20.94	0.012341	-0.95%	FLAT	NO	-1	0.8461%	micro=0.10 macro=-0.30 w=[0.55,0.45,0,0] thr=(0.25,-0.05) - PSR=0.0/perm_p=0.150, unvalidated
Pfizer	PFE	2026	Q1	Ben/DeepSeek (aggressive: micro.55/macro.45)	LLM	-0.0250	HOLD		2026-05-04	2026-05-04	25.87	2026-05-05	26.16	0.010424	1.12%	FLAT	YES	0	0.0000%	micro=0.20 macro=-0.30 w=[0.55,0.45,0,0] thr=(0.25,-0.05) - PSR=0.0/perm_p=0.150, unvalidated
Pfizer	PFE	2025	Q2	Ben/DeepSeek (aggressive: micro.55/macro.45)	LLM	0.2100	HOLD		2025-08-04	2025-08-04	22.37	2025-08-05	23.08	0.013157	3.17%	UP	NO	0	0.0000%	micro=0.30 macro=0.10 w=[0.55,0.45,0,0] thr=(0.25,-0.05) - PSR=0.0/perm_p=0.150, unvalidated
Pfizer	PFE	2025	Q4	Ben/DeepSeek (aggressive: micro.55/macro.45)	LLM	0.1125	HOLD		2026-02-02	2026-02-02	26.23	2026-02-03	24.95	0.013416	-4.88%	DOWN	NO	0	0.0000%	micro=0.00 macro=0.25 w=[0.55,0.45,0,0] thr=(0.25,-0.05) - PSR=0.0/perm_p=0.150, unvalidated
United Airlines	UAL	2025	Q1	Ben/DeepSeek (aggressive: micro.55/macro.45)	LLM	-0.4100	SELL		2025-04-15	2025-04-15	67.00	2025-04-16	69.64	0.019080	3.94%	UP	NO	-1	-4.0403%	micro=-0.50 macro=-0.30 w=[0.55,0.45,0,0] thr=(0.25,-0.05) - PSR=0.0/perm_p=0.150, unvalidated
United Airlines	UAL	2025	Q2	Ben/DeepSeek (aggressive: micro.55/macro.45)	LLM	0.2100	HOLD		2025-07-16	2025-07-16	88.47	2025-07-17	91.89	0.019496	3.87%	UP	NO	0	0.0000%	micro=0.30 macro=0.10 w=[0.55,0.45,0,0] thr=(0.25,-0.05) - PSR=0.0/perm_p=0.150, unvalidated
United Airlines	UAL	2025	Q3	Ben/DeepSeek (aggressive: micro.55/macro.45)	LLM	0.3000	BUY		2025-10-15	2025-10-15	104.05	2025-10-16	102.94	0.012194	-1.07%	FLAT	NO	1	-1.1668%	micro=0.30 macro=0.30 w=[0.55,0.45,0,0] thr=(0.25,-0.05) - PSR=0.0/perm_p=0.150, unvalidated
United Airlines	UAL	2025	Q4	Ben/DeepSeek (aggressive: micro.55/macro.45)	LLM	0.2775	BUY		2026-01-20	2026-01-20	108.57	2026-01-21	111.95	0.045787	3.11%	UP	YES	1	3.0132%	micro=0.30 macro=0.25 w=[0.55,0.45,0,0] thr=(0.25,-0.05) - PSR=0.0/perm_p=0.150, unvalidated
PepsiCo	PEP	2023	Q1	Ben/DeepSeek (aggressive: micro.55/macro.45)	LLM	0.5000	BUY		2023-04-25	2023-04-25	169.67	2023-04-26	168.57	0.007327	-0.65%	FLAT	NO	1	-0.7483%	micro=0.50 macro=n/a w=[0.55,0.45,0,0] thr=(0.25,-0.05) - PSR=0.0/perm_p=0.150, unvalidated
PepsiCo	PEP	2024	Q1	Ben/DeepSeek (aggressive: micro.55/macro.45)	LLM	0.0000	HOLD		2024-04-23	2024-04-23	157.67	2024-04-24	155.16	0.004936	-1.59%	FLAT	YES	0	0.0000%	micro=0.00 macro=n/a w=[0.55,0.45,0,0] thr=(0.25,-0.05) - PSR=0.0/perm_p=0.150, unvalidated
PepsiCo	PEP	2025	Q1	Ben/DeepSeek (aggressive: micro.55/macro.45)	LLM	-0.4100	SELL		2025-04-24	2025-04-24	128.74	2025-04-25	128.90	0.009740	0.12%	FLAT	NO	-1	-0.2243%	micro=-0.50 macro=-0.30 w=[0.55,0.45,0,0] thr=(0.25,-0.05) - PSR=0.0/perm_p=0.150, unvalidated
PepsiCo	PEP	2026	Q1	Ben/DeepSeek (aggressive: micro.55/macro.45)	LLM	-0.0525	SELL		2026-04-16	2026-04-16	156.73	2026-04-17	156.61	0.007748	-0.08%	FLAT	NO	-1	-0.0234%	micro=0.15 macro=-0.30 w=[0.55,0.45,0,0] thr=(0.25,-0.05) - PSR=0.0/perm_p=0.150, unvalidated
PepsiCo	PEP	2023	Q2	Ben/DeepSeek (aggressive: micro.55/macro.45)	LLM	0.5000	BUY		2023-07-13	2023-07-13	168.89	2023-07-14	169.19	0.008501	0.18%	FLAT	NO	1	0.0776%	micro=0.50 macro=n/a w=[0.55,0.45,0,0] thr=(0.25,-0.05) - PSR=0.0/perm_p=0.150, unvalidated
PepsiCo	PEP	2024	Q2	Ben/DeepSeek (aggressive: micro.55/macro.45)	LLM	-0.5000	SELL		2024-07-11	2024-07-11	152.16	2024-07-12	153.10	0.008235	0.62%	FLAT	NO	-1	-0.7178%	micro=-0.50 macro=n/a w=[0.55,0.45,0,0] thr=(0.25,-0.05) - PSR=0.0/perm_p=0.150, unvalidated
PepsiCo	PEP	2025	Q2	Ben/DeepSeek (aggressive: micro.55/macro.45)	LLM	0.1550	HOLD		2025-07-17	2025-07-17	139.90	2025-07-18	140.69	0.009569	0.56%	FLAT	YES	0	0.0000%	micro=0.20 macro=0.10 w=[0.55,0.45,0,0] thr=(0.25,-0.05) - PSR=0.0/perm_p=0.150, unvalidated
PepsiCo	PEP	2026	Q2	Ben/DeepSeek (aggressive: micro.55/macro.45)	LLM	-0.2175	SELL		2026-07-09	2026-07-09	137.86	2026-07-10	135.86	0.009419	-1.45%	FLAT	NO	-1	1.3507%	micro=-0.15 macro=-0.30 w=[0.55,0.45,0,0] thr=(0.25,-0.05) - PSR=0.0/perm_p=0.150, unvalidated
PepsiCo	PEP	2023	Q3	Ben/DeepSeek (aggressive: micro.55/macro.45)	LLM	0.5000	BUY		2023-10-10	2023-10-10	149.10	2023-10-11	149.66	0.008289	0.38%	FLAT	NO	1	0.2756%	micro=0.50 macro=n/a w=[0.55,0.45,0,0] thr=(0.25,-0.05) - PSR=0.0/perm_p=0.150, unvalidated
PepsiCo	PEP	2024	Q3	Ben/DeepSeek (aggressive: micro.55/macro.45)	LLM	-0.5000	SELL		2024-10-08	2024-10-08	159.37	2024-10-09	158.40	0.007718	-0.61%	FLAT	NO	-1	0.5086%	micro=-0.50 macro=n/a w=[0.55,0.45,0,0] thr=(0.25,-0.05) - PSR=0.0/perm_p=0.150, unvalidated
PepsiCo	PEP	2025	Q3	Ben/DeepSeek (aggressive: micro.55/macro.45)	LLM	0.2450	HOLD		2025-10-09	2025-10-09	140.56	2025-10-10	141.45	0.010285	0.63%	FLAT	YES	0	0.0000%	micro=0.20 macro=0.30 w=[0.55,0.45,0,0] thr=(0.25,-0.05) - PSR=0.0/perm_p=0.150, unvalidated
PepsiCo	PEP	2023	Q4	Ben/DeepSeek (aggressive: micro.55/macro.45)	LLM	-0.5000	SELL		2024-02-09	2024-02-09	153.23	2024-02-12	153.40	0.009763	0.11%	FLAT	NO	-1	-0.2109%	micro=-0.50 macro=n/a w=[0.55,0.45,0,0] thr=(0.25,-0.05) - PSR=0.0/perm_p=0.150, unvalidated
PepsiCo	PEP	2024	Q4	Ben/DeepSeek (aggressive: micro.55/macro.45)	LLM	-0.1000	SELL		2025-02-04	2025-02-04	135.33	2025-02-05	135.24	0.009321	-0.07%	FLAT	NO	-1	-0.0335%	micro=-0.10 macro=n/a w=[0.55,0.45,0,0] thr=(0.25,-0.05) - PSR=0.0/perm_p=0.150, unvalidated
PepsiCo	PEP	2025	Q4	Ben/DeepSeek (aggressive: micro.55/macro.45)	LLM	0.1950	HOLD		2026-02-03	2026-02-03	159.73	2026-02-04	161.73	0.010094	1.25%	FLAT	YES	0	0.0000%	micro=0.15 macro=0.25 w=[0.55,0.45,0,0] thr=(0.25,-0.05) - PSR=0.0/perm_p=0.150, unvalidated
FedEx	FDX	2026	Q1	Ben/DeepSeek (aggressive: micro.55/macro.45)	LLM	-0.0550	SELL		2025-09-18	2025-09-18	180.17	2025-09-19	181.61	0.007635	0.80%	FLAT	NO	-1	-0.8992%	micro=-0.10 macro=0.00 w=[0.55,0.45,0,0] thr=(0.25,-0.05) - PSR=0.0/perm_p=0.150, unvalidated
FedEx	FDX	2026	Q2	Ben/DeepSeek (aggressive: micro.55/macro.45)	LLM	0.2375	HOLD		2025-12-18	2025-12-18	229.57	2025-12-19	217.52	0.008439	-5.25%	DOWN	NO	0	0.0000%	micro=0.35 macro=0.10 w=[0.55,0.45,0,0] thr=(0.25,-0.05) - PSR=0.0/perm_p=0.150, unvalidated
FedEx	FDX	2026	Q3	Ben/DeepSeek (aggressive: micro.55/macro.45)	LLM	0.2575	BUY		2026-03-19	2026-03-19	285.88	2026-03-20	305.72	0.008489	6.94%	UP	YES	1	6.8400%	micro=0.55 macro=-0.10 w=[0.55,0.45,0,0] thr=(0.25,-0.05) - PSR=0.0/perm_p=0.150, unvalidated
FedEx	FDX	2026	Q4	Ben/DeepSeek (aggressive: micro.55/macro.45)	LLM	0.0575	HOLD		2026-06-23	2026-06-23	317.24	2026-06-24	314.77	0.009436	-0.78%	FLAT	YES	0	0.0000%	micro=0.35 macro=-0.30 w=[0.55,0.45,0,0] thr=(0.25,-0.05) - PSR=0.0/perm_p=0.150, unvalidated
Lockheed Martin	LMT	2025	Q1	Ben/DeepSeek (aggressive: micro.55/macro.45)	LLM	-0.0525	SELL		2025-04-22	2025-04-22	446.87	2025-04-23	451.62	0.008798	1.06%	FLAT	NO	-1	-1.1629%	micro=0.15 macro=-0.30 w=[0.55,0.45,0,0] thr=(0.25,-0.05) - PSR=0.0/perm_p=0.150, unvalidated
Lockheed Martin	LMT	2025	Q2	Ben/DeepSeek (aggressive: micro.55/macro.45)	LLM	-0.2300	SELL		2025-07-22	2025-07-22	399.95	2025-07-23	402.89	0.010601	0.74%	FLAT	NO	-1	-0.8351%	micro=-0.50 macro=0.10 w=[0.55,0.45,0,0] thr=(0.25,-0.05) - PSR=0.0/perm_p=0.150, unvalidated
Lockheed Martin	LMT	2025	Q3	Ben/DeepSeek (aggressive: micro.55/macro.45)	LLM	0.4375	BUY		2025-10-21	2025-10-21	480.12	2025-10-22	482.05	0.009089	0.40%	FLAT	NO	1	0.3020%	micro=0.55 macro=0.30 w=[0.55,0.45,0,0] thr=(0.25,-0.05) - PSR=0.0/perm_p=0.150, unvalidated
Lockheed Martin	LMT	2025	Q4	Ben/DeepSeek (aggressive: micro.55/macro.45)	LLM	0.4150	BUY		2026-01-29	2026-01-29	615.22	2026-01-30	613.73	0.009295	-0.24%	FLAT	NO	1	-0.3422%	micro=0.55 macro=0.25 w=[0.55,0.45,0,0] thr=(0.25,-0.05) - PSR=0.0/perm_p=0.150, unvalidated
Novo Nordisk	NVO	2025	Q1	Ben/DeepSeek (aggressive: micro.55/macro.45)	LLM	-0.4100	SELL		2025-05-07	2025-05-07	64.43	2025-05-08	62.87	0.014340	-2.42%	DOWN	YES	-1	2.3212%	micro=-0.50 macro=-0.30 w=[0.55,0.45,0,0] thr=(0.25,-0.05) - PSR=0.0/perm_p=0.150, unvalidated
Novo Nordisk	NVO	2025	Q2	Ben/DeepSeek (aggressive: micro.55/macro.45)	LLM	-0.2300	SELL		2025-08-06	2025-08-06	43.29	2025-08-07	46.23	0.016154	6.79%	UP	NO	-1	-6.8914%	micro=-0.50 macro=0.10 w=[0.55,0.45,0,0] thr=(0.25,-0.05) - PSR=0.0/perm_p=0.150, unvalidated
Novo Nordisk	NVO	2025	Q3	Ben/DeepSeek (aggressive: micro.55/macro.45)	LLM	-0.1400	SELL		2025-11-05	2025-11-05	46.75	2025-11-06	46.06	0.016243	-1.48%	FLAT	NO	-1	1.3759%	micro=-0.50 macro=0.30 w=[0.55,0.45,0,0] thr=(0.25,-0.05) - PSR=0.0/perm_p=0.150, unvalidated
Novo Nordisk	NVO	2025	Q4	Ben/DeepSeek (aggressive: micro.55/macro.45)	LLM	-0.1625	SELL		2026-02-03	2026-02-03	48.52	2026-02-04	46.25	0.026719	-4.68%	DOWN	YES	-1	4.5785%	micro=-0.50 macro=0.25 w=[0.55,0.45,0,0] thr=(0.25,-0.05) - PSR=0.0/perm_p=0.150, unvalidated
Hilton	HLT	2025	Q1	Ben/DeepSeek (aggressive: micro.55/macro.45)	LLM	-0.4100	SELL		2025-04-29	2025-04-29	225.81	2025-04-30	222.45		-1.49%	FLAT	NO	-1	1.3880%	micro=-0.50 macro=-0.30 w=[0.55,0.45,0,0] thr=(0.25,-0.05) - PSR=0.0/perm_p=0.150, unvalidated
Hilton	HLT	2026	Q1	Ben/DeepSeek (aggressive: micro.55/macro.45)	LLM	0.1400	HOLD		2026-04-28	2026-04-28	323.21	2026-04-29	321.40	0.009619	-0.56%	FLAT	YES	0	0.0000%	micro=0.50 macro=-0.30 w=[0.55,0.45,0,0] thr=(0.25,-0.05) - PSR=0.0/perm_p=0.150, unvalidated
Hilton	HLT	2025	Q2	Ben/DeepSeek (aggressive: micro.55/macro.45)	LLM	0.1275	HOLD		2025-07-23	2025-07-23	266.30	2025-07-24	265.89		-0.15%	FLAT	YES	0	0.0000%	micro=0.15 macro=0.10 w=[0.55,0.45,0,0] thr=(0.25,-0.05) - PSR=0.0/perm_p=0.150, unvalidated
