rater,report_date,ticker,decision,gap,net,equity
baseline: always-long,2025-07-31,AAPL,BUY,0.0159,0.0149,0.7151
baseline: always-long,2025-07-31,CVS,BUY,0.0515,0.0505,0.7512
baseline: always-long,2025-07-31,STAN.L,BUY,0.0088,0.0078,0.757
baseline: always-long,2025-08-01,LIN,BUY,-0.0042,-0.0052,0.7531
baseline: always-long,2025-08-04,PFE,BUY,-0.0023,-0.0033,0.7506
baseline: always-long,2025-08-04,CAT,BUY,0.0051,0.0041,0.7537
baseline: always-long,2025-08-04,PLTR,BUY,0.0694,0.0684,0.8052
baseline: always-long,2025-08-05,AMD,BUY,-0.0531,-0.0541,0.7616
baseline: always-long,2025-08-05,UBER,BUY,0.0106,0.0096,0.769
baseline: always-long,2025-08-05,DIS,BUY,-0.0008,-0.0018,0.7675
baseline: always-long,2025-08-05,MAR,BUY,0.0007,-0.0003,0.7673
baseline: always-long,2025-08-06,ABNB,BUY,-0.0775,-0.0785,0.707
baseline: always-long,2025-08-06,NVO,BUY,-0.0263,-0.0273,0.6877
baseline: always-long,2025-08-06,MET,BUY,-0.0507,-0.0517,0.6522
baseline: always-long,2025-08-07,EXPE,BUY,0.1279,0.1269,0.735
baseline: always-long,2025-08-20,LOW,BUY,0.0353,0.0343,0.7602
baseline: always-long,2025-08-20,WMT,BUY,-0.0013,-0.0023,0.7584
baseline: always-long,2025-08-20,TGT,BUY,-0.1039,-0.1049,0.6789
baseline: always-long,2025-08-21,WDAY,BUY,-0.0602,-0.0612,0.6373
baseline: always-long,2025-08-27,NVDA,BUY,-0.0043,-0.0053,0.634
baseline: always-long,2025-09-03,CRM,BUY,-0.0639,-0.0649,0.5928
baseline: always-long,2025-09-04,AVGO,BUY,0.1623,0.1613,0.6884
baseline: always-long,2025-09-09,ORCL,BUY,0.3216,0.3206,0.9092
baseline: always-long,2025-09-18,FDX,BUY,0.008,0.007,0.9155
baseline: always-long,2025-09-23,MU,BUY,-0.0079,-0.0089,0.9073
baseline: always-long,2025-10-09,PEP,BUY,0.0116,0.0106,0.917
baseline: always-long,2025-10-09,DAL,BUY,0.0837,0.0827,0.9928
baseline: always-long,2025-10-13,GS,BUY,0.0177,0.0167,1.0094
baseline: always-long,2025-10-13,JNJ,BUY,-0.0047,-0.0057,1.0037
baseline: always-long,2025-10-14,C,BUY,-0.0077,-0.0087,0.995
baseline: always-long,2025-10-14,BAC,BUY,-0.0002,-0.0012,0.9938
baseline: always-long,2025-10-14,JPM,BUY,-0.0069,-0.0079,0.9859
baseline: always-long,2025-10-15,SCHW,BUY,0.0046,0.0036,0.9895
baseline: always-long,2025-10-15,UAL,BUY,-0.0107,-0.0117,0.9779
baseline: always-long,2025-10-21,NFLX,BUY,-0.0793,-0.0803,0.8994
baseline: always-long,2025-10-21,LMT,BUY,-0.0458,-0.0468,0.8572
baseline: always-long,2025-10-22,TSLA,BUY,-0.0432,-0.0442,0.8193
baseline: always-long,2025-10-22,BCS,BUY,0.0499,0.0489,0.8594
baseline: always-long,2025-10-27,UNH,BUY,0.0028,0.0018,0.8609
baseline: always-long,2025-10-28,BKNG,BUY,0.0155,0.0145,0.8734
baseline: always-long,2025-10-28,CAT,BUY,-0.0021,-0.0031,0.8707
baseline: always-long,2025-10-28,PYPL,BUY,0.0849,0.0839,0.9437
baseline: always-long,2025-10-28,V,BUY,-0.0026,-0.0036,0.9403
baseline: always-long,2025-10-29,CVS,BUY,0.0037,0.0027,0.9428
baseline: always-long,2025-10-29,LLY,BUY,0.0088,0.0078,0.9502
baseline: always-long,2025-10-29,META,BUY,-0.1098,-0.1108,0.8449
baseline: always-long,2025-10-29,BA,BUY,-0.0088,-0.0098,0.8366
baseline: always-long,2025-10-29,MSFT,BUY,-0.0204,-0.0214,0.8187
baseline: always-long,2025-10-29,GOOGL,BUY,0.062,0.061,0.8686
baseline: always-long,2025-10-29,CMG,BUY,-0.2135,-0.2145,0.6823
baseline: always-long,2025-10-29,SBUX,BUY,-0.0231,-0.0241,0.6658
baseline: always-long,2025-10-30,AMZN,BUY,0.1222,0.1212,0.7465
baseline: always-long,2025-10-30,AAPL,BUY,0.0206,0.0196,0.7611
baseline: always-long,2025-10-30,COIN,BUY,0.0228,0.0218,0.7777
baseline: always-long,2025-10-30,PUM.DE,BUY,0.0199,0.0189,0.7924
baseline: always-long,2025-10-30,STAN.L,BUY,0.0191,0.0181,0.8068
baseline: always-long,2025-10-31,LIN,BUY,-0.0114,-0.0124,0.7968
baseline: always-long,2025-11-03,PLTR,BUY,-0.0729,-0.0739,0.7379
baseline: always-long,2025-11-04,MAR,BUY,0.0019,0.0009,0.7386
baseline: always-long,2025-11-04,SPOT,BUY,-0.0294,-0.0304,0.7161
baseline: always-long,2025-11-05,NVO,BUY,-0.0263,-0.0273,0.6966
baseline: always-long,2025-11-05,MET,BUY,0.0104,0.0094,0.7031
baseline: always-long,2025-11-05,HOOD,BUY,-0.0174,-0.0184,0.6902
baseline: always-long,2025-11-06,ABNB,BUY,0.0412,0.0402,0.7179
baseline: always-long,2025-11-12,DIS,BUY,-0.0025,-0.0035,0.7154
baseline: always-long,2025-11-13,SIE.DE,BUY,-0.0274,-0.0284,0.6952
baseline: always-long,2025-11-19,LOW,BUY,0.0475,0.0465,0.7275
baseline: always-long,2025-11-19,NVDA,BUY,0.0506,0.0496,0.7636
baseline: always-long,2025-11-19,WMT,BUY,0.0019,0.0009,0.7642
baseline: always-long,2025-11-19,TGT,BUY,-0.0239,-0.0249,0.7452
baseline: always-long,2025-11-25,DELL,BUY,0.0608,0.0598,0.7898
baseline: always-long,2025-11-25,WDAY,BUY,-0.0785,-0.0795,0.727
baseline: always-long,2025-12-03,CRM,BUY,0.0208,0.0198,0.7414
baseline: always-long,2025-12-10,ORCL,BUY,-0.1452,-0.1462,0.633
baseline: always-long,2025-12-11,LULU,BUY,0.094,0.093,0.6918
baseline: always-long,2025-12-11,AVGO,BUY,-0.065,-0.066,0.6462
baseline: always-long,2025-12-17,GIS,BUY,0.021,0.02,0.6591
baseline: always-long,2025-12-17,MU,BUY,0.1375,0.1365,0.749
baseline: always-long,2025-12-18,FDX,BUY,-0.0525,-0.0535,0.709
baseline: always-long,2026-01-13,BAC,BUY,0.0015,0.0005,0.7093
baseline: always-long,2026-01-13,JPM,BUY,-0.0006,-0.0016,0.7082
baseline: always-long,2026-01-13,DAL,BUY,-0.0413,-0.0423,0.6782
baseline: always-long,2026-01-14,C,BUY,0.0139,0.0129,0.687
baseline: always-long,2026-01-14,GS,BUY,-0.0062,-0.0072,0.682
baseline: always-long,2026-01-20,SCHW,BUY,0.0034,0.0024,0.6836
baseline: always-long,2026-01-20,NFLX,BUY,-0.0543,-0.0553,0.6458
baseline: always-long,2026-01-20,UAL,BUY,0.0311,0.0301,0.6653
baseline: always-long,2026-01-26,BA,BUY,-0.0026,-0.0036,0.6629
baseline: always-long,2026-01-26,UNH,BUY,-0.0065,-0.0075,0.6579
baseline: always-long,2026-01-27,MC.PA,BUY,-0.0565,-0.0575,0.6201
baseline: always-long,2026-01-27,SBUX,BUY,0.0688,0.0678,0.6621
baseline: always-long,2026-01-28,IBM,BUY,0.0805,0.0795,0.7148
baseline: always-long,2026-01-28,META,BUY,0.1027,0.1017,0.7875
baseline: always-long,2026-01-28,TSLA,BUY,0.0147,0.0137,0.7983
baseline: always-long,2026-01-28,CAT,BUY,-0.0015,-0.0025,0.7963
baseline: always-long,2026-01-28,CMCSA,BUY,0.0046,0.0036,0.7992
baseline: always-long,2026-01-29,AAPL,BUY,-0.012,-0.013,0.7888
baseline: always-long,2026-01-29,LMT,BUY,0.02,0.019,0.8038
baseline: always-long,2026-02-02,PFE,BUY,-0.0008,-0.0018,0.8024
baseline: always-long,2026-02-02,PLTR,BUY,0.117,0.116,0.8955
baseline: always-long,2026-02-03,AMD,BUY,-0.112,-0.113,0.7943
baseline: always-long,2026-02-03,LLY,BUY,-0.0032,-0.0042,0.7909
baseline: always-long,2026-02-03,UBER,BUY,-0.0045,-0.0055,0.7866
baseline: always-long,2026-02-03,PEP,BUY,0.0091,0.0081,0.793
baseline: always-long,2026-02-03,NVO,BUY,-0.0098,-0.0108,0.7844
baseline: always-long,2026-02-03,CMG,BUY,-0.037,-0.038,0.7546
baseline: always-long,2026-02-04,GOOGL,BUY,-0.0625,-0.0635,0.7066
baseline: always-long,2026-02-04,MET,BUY,0.0191,0.0181,0.7194
baseline: always-long,2026-02-05,AMZN,BUY,-0.0898,-0.0908,0.6541
baseline: always-long,2026-02-10,CVS,BUY,-0.0264,-0.0274,0.6362
baseline: always-long,2026-02-10,KO,BUY,-0.0172,-0.0182,0.6247
baseline: always-long,2026-02-10,F,BUY,0.003,0.002,0.626
baseline: always-long,2026-02-10,MAR,BUY,0.0565,0.0555,0.6607
baseline: always-long,2026-02-10,SPOT,BUY,0.1156,0.1146,0.7364
baseline: always-long,2026-02-11,MCD,BUY,-0.0074,-0.0084,0.7302
baseline: always-long,2026-02-11,HLT,BUY,-0.006,-0.007,0.7251
baseline: always-long,2026-02-11,KHC,BUY,-0.0441,-0.0451,0.6924
baseline: always-long,2026-02-12,ABNB,BUY,0.0905,0.0895,0.7544
baseline: always-long,2026-02-12,COIN,BUY,0.0894,0.0884,0.8211
baseline: always-long,2026-02-12,EXPE,BUY,-0.0671,-0.0681,0.7652
baseline: always-long,2026-02-12,PINS,BUY,-0.2271,-0.2281,0.5907
baseline: always-long,2026-02-12,SIE.DE,BUY,0.0599,0.0589,0.6254
baseline: always-long,2026-02-18,WMT,BUY,-0.0056,-0.0066,0.6213
baseline: always-long,2026-02-18,BKNG,BUY,-0.0424,-0.0434,0.5943
baseline: always-long,2026-02-23,STAN.L,BUY,0.0053,0.0043,0.5969
baseline: always-long,2026-02-24,WDAY,BUY,-0.0819,-0.0829,0.5474
baseline: always-long,2026-02-25,LOW,BUY,-0.0443,-0.0453,0.5226
baseline: always-long,2026-02-25,CRM,BUY,0.0261,0.0251,0.5357
baseline: always-long,2026-02-26,DELL,BUY,0.131,0.13,0.6054
baseline: always-long,2026-02-26,PUM.DE,BUY,0.0,-0.001,0.6048
baseline: always-long,2026-03-04,AVGO,BUY,0.0399,0.0389,0.6283
baseline: always-long,2026-03-10,ORCL,BUY,0.1137,0.1127,0.6991
baseline: always-long,2026-03-17,LULU,BUY,-0.0077,-0.0087,0.693
baseline: always-long,2026-03-18,GIS,BUY,-0.0024,-0.0034,0.6906
baseline: always-long,2026-03-18,MU,BUY,-0.0796,-0.0806,0.6349
baseline: always-long,2026-03-19,FDX,BUY,0.0694,0.0684,0.6784
baseline: always-long,2026-04-10,GS,BUY,-0.0004,-0.0014,0.6774
baseline: always-long,2026-04-14,JPM,BUY,-0.0123,-0.0133,0.6684
baseline: always-long,2026-04-15,SCHW,BUY,-0.045,-0.046,0.6377
baseline: always-long,2026-04-16,NFLX,BUY,-0.1059,-0.1069,0.5695
baseline: always-long,2026-04-16,PEP,BUY,0.0044,0.0034,0.5715
baseline: always-long,2026-04-22,IBM,BUY,-0.0778,-0.0788,0.5264
baseline: always-long,2026-04-22,TSLA,BUY,-0.0316,-0.0326,0.5093
baseline: always-long,2026-04-22,CMCSA,BUY,0.0031,0.0021,0.5104
baseline: always-long,2026-04-28,KO,BUY,0.054,0.053,0.5374
baseline: always-long,2026-04-28,BCS,BUY,-0.007,-0.008,0.5331
baseline: always-long,2026-04-28,HLT,BUY,-0.0272,-0.0282,0.5181
baseline: always-long,2026-04-28,HOOD,BUY,-0.119,-0.12,0.4559
baseline: always-long,2026-04-28,SPOT,BUY,-0.1025,-0.1035,0.4087
baseline: always-long,2026-04-28,V,BUY,0.0876,0.0866,0.4441
baseline: always-long,2026-04-29,AMZN,BUY,0.0385,0.0375,0.4608
baseline: always-long,2026-04-29,LLY,BUY,-0.0091,-0.0101,0.4561
baseline: always-long,2026-04-29,META,BUY,-0.0744,-0.0754,0.4217
baseline: always-long,2026-04-29,F,BUY,-0.0569,-0.0579,0.3973
baseline: always-long,2026-04-29,GOOGL,BUY,0.069,0.068,0.4243
baseline: always-long,2026-04-30,PUM.DE,BUY,0.0105,0.0095,0.4284
baseline: always-long,2026-05-01,LIN,BUY,0.0044,0.0034,0.4298
baseline: always-long,2026-05-04,PFE,BUY,-0.0035,-0.0045,0.4279
baseline: always-long,2026-05-04,PINS,BUY,0.1851,0.1841,0.5067
baseline: always-long,2026-05-05,AMD,BUY,0.1526,0.1516,0.5835
baseline: always-long,2026-05-05,UBER,BUY,0.0043,0.0033,0.5855
baseline: always-long,2026-05-05,PYPL,BUY,-0.0996,-0.1006,0.5266
baseline: always-long,2026-05-06,CVS,BUY,0.0597,0.0587,0.5575
baseline: always-long,2026-05-06,MAR,BUY,0.0264,0.0254,0.5717
baseline: always-long,2026-05-06,KHC,BUY,0.028,0.027,0.5871
baseline: always-long,2026-05-06,MET,BUY,0.0051,0.0041,0.5895
baseline: always-long,2026-05-07,ABNB,BUY,-0.0167,-0.0177,0.5791
baseline: always-long,2026-05-07,COIN,BUY,-0.0358,-0.0368,0.5578
baseline: always-long,2026-05-07,MCD,BUY,0.0131,0.0121,0.5645
baseline: always-long,2026-05-07,EXPE,BUY,-0.0802,-0.0812,0.5187
baseline: always-long,2026-05-13,SIE.DE,BUY,0.0096,0.0086,0.5232
baseline: always-long,2026-05-20,LOW,BUY,-0.0201,-0.0211,0.5121
baseline: always-long,2026-05-20,WMT,BUY,-0.0096,-0.0106,0.5067
baseline: always-long,2026-05-20,TGT,BUY,-0.0553,-0.0563,0.4782
baseline: always-long,2026-05-21,LOW,BUY,-0.0149,-0.0159,0.4706
baseline: always-long,2026-06-04,LULU,BUY,-0.116,-0.117,0.4155
baseline: always-long,2026-06-23,FDX,BUY,-0.0078,-0.0088,0.4119
baseline: always-long,2026-07-01,GIS,BUY,0.0839,0.0829,0.446
baseline: always-long,2026-07-09,PEP,BUY,-0.038,-0.039,0.4286
baseline: always-long,2026-07-13,GS,BUY,0.0011,0.0001,0.4286
baseline: always-flat,2023-04-25,PEP,HOLD,0.0057,0.0,1.0
baseline: always-flat,2023-07-13,PEP,HOLD,0.0144,0.0,1.0
baseline: always-flat,2023-10-10,PEP,HOLD,0.0179,0.0,1.0
baseline: always-flat,2024-02-09,PEP,HOLD,-0.0153,-0.0,1.0
baseline: always-flat,2024-04-23,PEP,HOLD,-0.01,-0.0,1.0
baseline: always-flat,2024-07-11,PEP,HOLD,-0.0275,-0.0,1.0
baseline: always-flat,2024-07-31,MET,HOLD,0.0229,0.0,1.0
baseline: always-flat,2024-10-01,NKE,HOLD,-0.07,-0.0,1.0
baseline: always-flat,2024-10-08,PEP,HOLD,0.0031,0.0,1.0
baseline: always-flat,2024-10-23,HLT,HOLD,-0.0026,-0.0,1.0
baseline: always-flat,2024-10-30,MSFT,HOLD,-0.0397,-0.0,1.0
baseline: always-flat,2024-10-30,MET,HOLD,-0.0795,-0.0,1.0
baseline: always-flat,2024-12-19,NKE,HOLD,-0.0148,-0.0,1.0
baseline: always-flat,2025-01-21,NFLX,HOLD,0.1475,0.0,1.0
baseline: always-flat,2025-01-29,MSFT,HOLD,-0.0533,-0.0,1.0
baseline: always-flat,2025-02-04,PEP,HOLD,-0.0278,-0.0,1.0
baseline: always-flat,2025-02-05,DIS,HOLD,0.0211,0.0,1.0
baseline: always-flat,2025-02-06,PINS,HOLD,0.2173,0.0,1.0
baseline: always-flat,2025-02-10,MCD,HOLD,0.0271,0.0,1.0
baseline: always-flat,2025-02-12,KHC,HOLD,-0.0694,-0.0,1.0
baseline: always-flat,2025-02-26,NVDA,HOLD,0.0284,0.0,1.0
baseline: always-flat,2025-03-20,NKE,HOLD,-0.0734,-0.0,1.0
baseline: always-flat,2025-04-09,DAL,HOLD,0.0289,0.0,1.0
baseline: always-flat,2025-04-10,JPM,HOLD,-0.0185,-0.0,1.0
baseline: always-flat,2025-04-11,GS,HOLD,-0.0057,-0.0,1.0
baseline: always-flat,2025-04-14,JNJ,HOLD,-0.0009,-0.0,1.0
baseline: always-flat,2025-04-15,C,HOLD,0.0152,0.0,1.0
baseline: always-flat,2025-04-15,BAC,HOLD,0.0308,0.0,1.0
baseline: always-flat,2025-04-15,UAL,HOLD,0.0394,0.0,1.0
baseline: always-flat,2025-04-16,SCHW,HOLD,0.026,0.0,1.0
baseline: always-flat,2025-04-17,NFLX,HOLD,0.0117,0.0,1.0
baseline: always-flat,2025-04-22,LMT,HOLD,-0.0006,-0.0,1.0
baseline: always-flat,2025-04-23,BA,HOLD,0.0706,0.0,1.0
baseline: always-flat,2025-04-23,CMG,HOLD,0.009,0.0,1.0
baseline: always-flat,2025-04-23,CMCSA,HOLD,0.0099,0.0,1.0
baseline: always-flat,2025-04-24,PEP,HOLD,-0.0057,-0.0,1.0
baseline: always-flat,2025-04-28,PFE,HOLD,0.0048,0.0,1.0
baseline: always-flat,2025-04-28,V,HOLD,0.0029,0.0,1.0
baseline: always-flat,2025-04-29,HLT,HOLD,0.0135,0.0,1.0
baseline: always-flat,2025-04-29,PYPL,HOLD,0.0222,0.0,1.0
baseline: always-flat,2025-04-30,HOOD,HOLD,0.0409,0.0,1.0
baseline: always-flat,2025-05-02,STAN.L,HOLD,0.0301,0.0,1.0
baseline: always-flat,2025-05-05,PLTR,HOLD,-0.0894,-0.0,1.0
baseline: always-flat,2025-05-06,UBER,HOLD,-0.0226,-0.0,1.0
baseline: always-flat,2025-05-07,NVO,HOLD,0.0463,0.0,1.0
baseline: always-flat,2025-05-07,PUM.DE,HOLD,0.0139,0.0,1.0
baseline: always-flat,2025-05-08,EXPE,HOLD,-0.097,-0.0,1.0
baseline: always-flat,2025-05-14,WMT,HOLD,0.0015,0.0,1.0
baseline: always-flat,2025-05-21,TGT,HOLD,-0.0674,-0.0,1.0
baseline: always-flat,2025-05-22,WDAY,HOLD,-0.112,-0.0,1.0
baseline: always-flat,2025-05-28,NVDA,HOLD,0.0552,0.0,1.0
baseline: always-flat,2025-05-29,DELL,HOLD,-0.0101,-0.0,1.0
baseline: always-flat,2025-07-10,DAL,HOLD,0.1084,0.0,1.0
baseline: always-flat,2025-07-15,C,HOLD,0.0132,0.0,1.0
baseline: always-flat,2025-07-15,GS,HOLD,0.0,0.0,1.0
baseline: always-flat,2025-07-15,BAC,HOLD,-0.0041,-0.0,1.0
baseline: always-flat,2025-07-15,JPM,HOLD,-0.0024,-0.0,1.0
baseline: always-flat,2025-07-15,JNJ,HOLD,-0.0029,-0.0,1.0
baseline: always-flat,2025-07-16,UAL,HOLD,0.0387,0.0,1.0
baseline: always-flat,2025-07-17,SCHW,HOLD,0.0279,0.0,1.0
baseline: always-flat,2025-07-17,NFLX,HOLD,-0.0253,-0.0,1.0
baseline: always-flat,2025-07-17,PEP,HOLD,0.0469,0.0,1.0
baseline: always-flat,2025-07-22,KO,HOLD,-0.0088,-0.0,1.0
baseline: always-flat,2025-07-22,LMT,HOLD,-0.082,-0.0,1.0
baseline: always-flat,2025-07-23,IBM,HOLD,-0.0736,-0.0,1.0
baseline: always-flat,2025-07-23,HLT,HOLD,-0.0326,-0.0,1.0
baseline: always-flat,2025-07-23,CMG,HOLD,-0.1247,-0.0,1.0
baseline: always-flat,2025-07-24,MC.PA,HOLD,-0.0113,-0.0,1.0
baseline: always-flat,2025-07-28,UNH,HOLD,0.0087,0.0,1.0
baseline: always-flat,2025-07-29,BA,HOLD,0.0131,0.0,1.0
baseline: always-flat,2025-07-29,BCS,HOLD,0.0213,0.0,1.0
baseline: always-flat,2025-07-29,BKNG,HOLD,-0.018,-0.0,1.0
baseline: always-flat,2025-07-29,PYPL,HOLD,-0.083,-0.0,1.0
baseline: always-flat,2025-07-29,SPOT,HOLD,-0.062,-0.0,1.0
baseline: always-flat,2025-07-29,SBUX,HOLD,0.0524,0.0,1.0
baseline: always-flat,2025-07-29,V,HOLD,0.0012,0.0,1.0
baseline: always-flat,2025-07-30,F,HOLD,-0.0098,-0.0,1.0
baseline: always-flat,2025-07-30,CMCSA,HOLD,0.0,0.0,1.0
baseline: always-flat,2025-07-30,HOOD,HOLD,-0.0211,-0.0,1.0
baseline: always-flat,2025-07-31,AAPL,HOLD,0.0159,0.0,1.0
baseline: always-flat,2025-07-31,CVS,HOLD,0.0515,0.0,1.0
baseline: always-flat,2025-07-31,STAN.L,HOLD,0.0088,0.0,1.0
baseline: always-flat,2025-08-01,LIN,HOLD,-0.0042,-0.0,1.0
baseline: always-flat,2025-08-04,PFE,HOLD,-0.0023,-0.0,1.0
baseline: always-flat,2025-08-04,CAT,HOLD,0.0051,0.0,1.0
baseline: always-flat,2025-08-04,PLTR,HOLD,0.0694,0.0,1.0
baseline: always-flat,2025-08-05,AMD,HOLD,-0.0531,-0.0,1.0
baseline: always-flat,2025-08-05,UBER,HOLD,0.0106,0.0,1.0
baseline: always-flat,2025-08-05,DIS,HOLD,-0.0008,-0.0,1.0
baseline: always-flat,2025-08-05,MAR,HOLD,0.0007,0.0,1.0
baseline: always-flat,2025-08-06,ABNB,HOLD,-0.0775,-0.0,1.0
baseline: always-flat,2025-08-06,NVO,HOLD,-0.0263,-0.0,1.0
baseline: always-flat,2025-08-06,MET,HOLD,-0.0507,-0.0,1.0
baseline: always-flat,2025-08-07,EXPE,HOLD,0.1279,0.0,1.0
baseline: always-flat,2025-08-20,LOW,HOLD,0.0353,0.0,1.0
baseline: always-flat,2025-08-20,WMT,HOLD,-0.0013,-0.0,1.0
baseline: always-flat,2025-08-20,TGT,HOLD,-0.1039,-0.0,1.0
baseline: always-flat,2025-08-21,WDAY,HOLD,-0.0602,-0.0,1.0
baseline: always-flat,2025-08-27,NVDA,HOLD,-0.0043,-0.0,1.0
baseline: always-flat,2025-09-03,CRM,HOLD,-0.0639,-0.0,1.0
baseline: always-flat,2025-09-04,AVGO,HOLD,0.1623,0.0,1.0
baseline: always-flat,2025-09-09,ORCL,HOLD,0.3216,0.0,1.0
baseline: always-flat,2025-09-18,FDX,HOLD,0.008,0.0,1.0
baseline: always-flat,2025-09-23,MU,HOLD,-0.0079,-0.0,1.0
baseline: always-flat,2025-10-09,PEP,HOLD,0.0116,0.0,1.0
baseline: always-flat,2025-10-09,DAL,HOLD,0.0837,0.0,1.0
baseline: always-flat,2025-10-13,GS,HOLD,0.0177,0.0,1.0
baseline: always-flat,2025-10-13,JNJ,HOLD,-0.0047,-0.0,1.0
baseline: always-flat,2025-10-14,C,HOLD,-0.0077,-0.0,1.0
baseline: always-flat,2025-10-14,BAC,HOLD,-0.0002,-0.0,1.0
baseline: always-flat,2025-10-14,JPM,HOLD,-0.0069,-0.0,1.0
baseline: always-flat,2025-10-15,SCHW,HOLD,0.0046,0.0,1.0
baseline: always-flat,2025-10-15,UAL,HOLD,-0.0107,-0.0,1.0
baseline: always-flat,2025-10-21,NFLX,HOLD,-0.0793,-0.0,1.0
baseline: always-flat,2025-10-21,LMT,HOLD,-0.0458,-0.0,1.0
baseline: always-flat,2025-10-22,TSLA,HOLD,-0.0432,-0.0,1.0
baseline: always-flat,2025-10-22,BCS,HOLD,0.0499,0.0,1.0
baseline: always-flat,2025-10-27,UNH,HOLD,0.0028,0.0,1.0
baseline: always-flat,2025-10-28,BKNG,HOLD,0.0155,0.0,1.0
baseline: always-flat,2025-10-28,CAT,HOLD,-0.0021,-0.0,1.0
baseline: always-flat,2025-10-28,PYPL,HOLD,0.0849,0.0,1.0
baseline: always-flat,2025-10-28,V,HOLD,-0.0026,-0.0,1.0
baseline: always-flat,2025-10-29,CVS,HOLD,0.0037,0.0,1.0
baseline: always-flat,2025-10-29,LLY,HOLD,0.0088,0.0,1.0
baseline: always-flat,2025-10-29,META,HOLD,-0.1098,-0.0,1.0
baseline: always-flat,2025-10-29,BA,HOLD,-0.0088,-0.0,1.0
baseline: always-flat,2025-10-29,MSFT,HOLD,-0.0204,-0.0,1.0
baseline: always-flat,2025-10-29,GOOGL,HOLD,0.062,0.0,1.0
baseline: always-flat,2025-10-29,CMG,HOLD,-0.2135,-0.0,1.0
baseline: always-flat,2025-10-29,SBUX,HOLD,-0.0231,-0.0,1.0
baseline: always-flat,2025-10-30,AMZN,HOLD,0.1222,0.0,1.0
baseline: always-flat,2025-10-30,AAPL,HOLD,0.0206,0.0,1.0
baseline: always-flat,2025-10-30,COIN,HOLD,0.0228,0.0,1.0
baseline: always-flat,2025-10-30,PUM.DE,HOLD,0.0199,0.0,1.0
baseline: always-flat,2025-10-30,STAN.L,HOLD,0.0191,0.0,1.0
baseline: always-flat,2025-10-31,LIN,HOLD,-0.0114,-0.0,1.0
baseline: always-flat,2025-11-03,PLTR,HOLD,-0.0729,-0.0,1.0
baseline: always-flat,2025-11-04,MAR,HOLD,0.0019,0.0,1.0
baseline: always-flat,2025-11-04,SPOT,HOLD,-0.0294,-0.0,1.0
baseline: always-flat,2025-11-05,NVO,HOLD,-0.0263,-0.0,1.0
baseline: always-flat,2025-11-05,MET,HOLD,0.0104,0.0,1.0
baseline: always-flat,2025-11-05,HOOD,HOLD,-0.0174,-0.0,1.0
baseline: always-flat,2025-11-06,ABNB,HOLD,0.0412,0.0,1.0
baseline: always-flat,2025-11-12,DIS,HOLD,-0.0025,-0.0,1.0
baseline: always-flat,2025-11-13,SIE.DE,HOLD,-0.0274,-0.0,1.0
baseline: always-flat,2025-11-19,LOW,HOLD,0.0475,0.0,1.0
baseline: always-flat,2025-11-19,NVDA,HOLD,0.0506,0.0,1.0
baseline: always-flat,2025-11-19,WMT,HOLD,0.0019,0.0,1.0
baseline: always-flat,2025-11-19,TGT,HOLD,-0.0239,-0.0,1.0
baseline: always-flat,2025-11-25,DELL,HOLD,0.0608,0.0,1.0
baseline: always-flat,2025-11-25,WDAY,HOLD,-0.0785,-0.0,1.0
baseline: always-flat,2025-12-03,CRM,HOLD,0.0208,0.0,1.0
baseline: always-flat,2025-12-10,ORCL,HOLD,-0.1452,-0.0,1.0
baseline: always-flat,2025-12-11,LULU,HOLD,0.094,0.0,1.0
baseline: always-flat,2025-12-11,AVGO,HOLD,-0.065,-0.0,1.0
baseline: always-flat,2025-12-17,GIS,HOLD,0.021,0.0,1.0
baseline: always-flat,2025-12-17,MU,HOLD,0.1375,0.0,1.0
baseline: always-flat,2025-12-18,FDX,HOLD,-0.0525,-0.0,1.0
baseline: always-flat,2026-01-13,BAC,HOLD,0.0015,0.0,1.0
baseline: always-flat,2026-01-13,JPM,HOLD,-0.0006,-0.0,1.0
baseline: always-flat,2026-01-13,DAL,HOLD,-0.0413,-0.0,1.0
baseline: always-flat,2026-01-14,C,HOLD,0.0139,0.0,1.0
baseline: always-flat,2026-01-14,GS,HOLD,-0.0062,-0.0,1.0
baseline: always-flat,2026-01-20,SCHW,HOLD,0.0034,0.0,1.0
baseline: always-flat,2026-01-20,NFLX,HOLD,-0.0543,-0.0,1.0
baseline: always-flat,2026-01-20,UAL,HOLD,0.0311,0.0,1.0
baseline: always-flat,2026-01-26,BA,HOLD,-0.0026,-0.0,1.0
baseline: always-flat,2026-01-26,UNH,HOLD,-0.0065,-0.0,1.0
baseline: always-flat,2026-01-27,MC.PA,HOLD,-0.0565,-0.0,1.0
baseline: always-flat,2026-01-27,SBUX,HOLD,0.0688,0.0,1.0
baseline: always-flat,2026-01-28,IBM,HOLD,0.0805,0.0,1.0
baseline: always-flat,2026-01-28,META,HOLD,0.1027,0.0,1.0
baseline: always-flat,2026-01-28,TSLA,HOLD,0.0147,0.0,1.0
baseline: always-flat,2026-01-28,CAT,HOLD,-0.0015,-0.0,1.0
baseline: always-flat,2026-01-28,CMCSA,HOLD,0.0046,0.0,1.0
baseline: always-flat,2026-01-29,AAPL,HOLD,-0.012,-0.0,1.0
baseline: always-flat,2026-01-29,LMT,HOLD,0.02,0.0,1.0
