# sector_analysis_2026-08-15.csv
# Generated: 2026-08-15
# TAXONOMY DECISION (2026-08-15): canonical taxonomy = SECTORS dict in phase2/build_manifests.py
# Divergent events (old classification per sector_breakdown_three_sets.csv -> new per SECTORS dict):
# CVS_FQ1_2026 (ticker: CVS): Consumer -> Healthcare (sector_breakdown_three_sets.csv placed CVS in Consumer; SECTORS dict places p2_cvs_health as Healthcare/Consumer, classified Healthcare by this analysis)
# CVS_FQ2_2025 (ticker: CVS): Consumer -> Healthcare (same as above)
# CVS_FQ3_2025 (ticker: CVS): Consumer -> Healthcare (same as above)
# CVS_FQ4_2025 (ticker: CVS): Consumer -> Healthcare (same as above)
# These 4 events account for the entire Consumer -4 / Healthcare +4 discrepancy between the two files.
# No other sector-level divergences exist: Technology, Financials, Industrials, Communication Services, and Materials all agree on n across both files (Set A).
# Note on LMT: sector_breakdown_three_sets.csv lists LMT in its Healthcare notes text, but the actual n=14 count for Healthcare in that file is consistent with LMT being counted in Industrials (n=26, same as new analysis). The notes text listing LMT under Healthcare is a copy-paste error in sector_breakdown_three_sets.csv; the counts themselves are correct. LMT is in Industrials in both files.
# sector_breakdown_three_sets.csv has not been modified; see sector_analysis_2026-08-15.md for full decision record.
# Source files:
#   - outputs/global/summary/global_outcome_calibration_phase2.csv (Set A: N=233 clean phase2 events)
#   - outputs/global/summary/global_outcome_calibration_extension_2026_08_13.csv (Set B: N=93 extension events)
#   - outputs/global/summary/finbert_extension_results.csv (FinBERT scores for Set B)
#   - outputs/global/summary/returns_matrix.csv (overnight returns, timing_excluded flag)
#   - phase2/build_manifests.py SECTORS dict (sector taxonomy source for Set A)
#   - outputs/global/summary/sector_breakdown_three_sets.csv (sector taxonomy source for Set B)
# Sector taxonomy: broad categories collapsed from SECTORS dict in phase2/build_manifests.py
#   (Note: LMT placed in Industrials per SECTORS dict; sector_breakdown_three_sets.csv placed it in Healthcare)
# Suppression threshold: n < 10 events (for Spearman rho and BUY/SELL accuracy columns; NOT applied to means)
# Arm definitions:
#   LLM: blended sentiment score = 0.55*micro_score + 0.45*macro_score (renormalized if macro missing)
#        deployed default weights from blend.py DEFAULT_WEIGHTS = (0.55, 0.45, 0.0, 0.0)
#        signal from blend_predicted_signal_default (hold_upper=0.25, hold_lower=-0.05)
#   FinBERT: raw FinBERT sentiment score from finbert_extension_results.csv (Set B only)
#            signal from finbert_predicted_signal (thresholds from phase2 dev, frozen for eval)
# Event sets:
#   Set A: N=233 clean phase2 events (268 scored, 35 excluded: 25 worksheet contamination + 1 SPOT misattribution + 9 timing)
#   Set B: N=93 extension events (pure eval; thresholds frozen from Set A dev split)
# Return used: ret_overnight = raw overnight gap (prior_close -> next_day_open), from returns_matrix.csv
# Grading band: |ret_overnight| > 2% (pre-registered)
# Pooled reference: Set A Spearman rho = 0.2360, p = 0.0002, n = 233 (source: ext2_holding_curve.csv)
#                   Set B Spearman rho = 0.2715, p = 0.0085, n = 93 (source: results_three_sets.csv)
# Cut definitions:
#   spearman_rho: Spearman rank correlation between continuous arm score and ret_overnight
#   calibration: mean(score) and mean(ret_overnight) per sector — systematic bias check
#   dispersion: population std of score, plus HOLD rate (fraction with signal==HOLD)
#   sell_buy_asymmetry: accuracy on BUY/SELL calls separately (n_correct/n_calls); base_rate = fraction of events with that outcome
# scipy version: 1.14.1 (spearman_p values depend on scipy version; rho values are version-independent)
# IMPORTANT: all figures are PURELY DESCRIPTIVE. No significance claims are made. Per-sector n is too small for inference.
sector,event_set,arm,cut,metric,n,value,suppressed,notes
Materials,Set B,FinBERT,spearman_rho,n,3,3,False,n=3 < 10
Materials,Set B,FinBERT,calibration,mean_score,3,0.13049066666666667,False,
Materials,Set B,FinBERT,calibration,mean_ret,3,-0.045533333333333335,False,
Materials,Set B,FinBERT,calibration,n,3,3,False,
Materials,Set B,FinBERT,dispersion,score_std,3,0.026092542617043323,False,population std
Materials,Set B,FinBERT,dispersion,hold_rate,3,0.0,False,
Materials,Set B,FinBERT,dispersion,n,3,3,False,
Materials,Set B,FinBERT,sell_buy_asymmetry,buy_accuracy,3,,True,n_calls=3 < 10
Materials,Set B,FinBERT,sell_buy_asymmetry,buy_n_calls,3,3,False,
Materials,Set B,FinBERT,sell_buy_asymmetry,buy_base_rate,3,0.0,False,
Materials,Set B,FinBERT,sell_buy_asymmetry,sell_accuracy,0,,True,n_calls=0 < 10
Materials,Set B,FinBERT,sell_buy_asymmetry,sell_n_calls,0,0,False,
Materials,Set B,FinBERT,sell_buy_asymmetry,sell_base_rate,3,0.6666666666666666,False,
Technology,Set B,FinBERT,spearman_rho,rho,18,-0.05056759545923632,False,
Technology,Set B,FinBERT,spearman_rho,p_value,18,0.8420557303322881,False,
Technology,Set B,FinBERT,spearman_rho,n,18,18,False,
Technology,Set B,FinBERT,calibration,mean_score,18,0.11205672222222224,False,
Technology,Set B,FinBERT,calibration,mean_ret,18,0.026827777777777773,False,
Technology,Set B,FinBERT,calibration,n,18,18,False,
Technology,Set B,FinBERT,dispersion,score_std,18,0.12413837586643453,False,population std
Technology,Set B,FinBERT,dispersion,hold_rate,18,0.3333333333333333,False,
Technology,Set B,FinBERT,dispersion,n,18,18,False,
Technology,Set B,FinBERT,sell_buy_asymmetry,buy_accuracy,11,0.5454545454545454,False,
Technology,Set B,FinBERT,sell_buy_asymmetry,buy_n_calls,11,11,False,
Technology,Set B,FinBERT,sell_buy_asymmetry,buy_base_rate,18,0.4444444444444444,False,
Technology,Set B,FinBERT,sell_buy_asymmetry,sell_accuracy,1,,True,n_calls=1 < 10
Technology,Set B,FinBERT,sell_buy_asymmetry,sell_n_calls,1,1,False,
Technology,Set B,FinBERT,sell_buy_asymmetry,sell_base_rate,18,0.3888888888888889,False,
Utilities,Set B,FinBERT,spearman_rho,rho,13,0.0879120879120879,False,
Utilities,Set B,FinBERT,spearman_rho,p_value,13,0.7751954088891221,False,
Utilities,Set B,FinBERT,spearman_rho,n,13,13,False,
Utilities,Set B,FinBERT,calibration,mean_score,13,0.08095638461538461,False,
Utilities,Set B,FinBERT,calibration,mean_ret,13,0.002830769230769231,False,
Utilities,Set B,FinBERT,calibration,n,13,13,False,
Utilities,Set B,FinBERT,dispersion,score_std,13,0.035332652787554986,False,population std
Utilities,Set B,FinBERT,dispersion,hold_rate,13,0.5384615384615384,False,
Utilities,Set B,FinBERT,dispersion,n,13,13,False,
Utilities,Set B,FinBERT,sell_buy_asymmetry,buy_accuracy,6,,True,n_calls=6 < 10
Utilities,Set B,FinBERT,sell_buy_asymmetry,buy_n_calls,6,6,False,
Utilities,Set B,FinBERT,sell_buy_asymmetry,buy_base_rate,13,0.07692307692307693,False,
Utilities,Set B,FinBERT,sell_buy_asymmetry,sell_accuracy,0,,True,n_calls=0 < 10
Utilities,Set B,FinBERT,sell_buy_asymmetry,sell_n_calls,0,0,False,
Utilities,Set B,FinBERT,sell_buy_asymmetry,sell_base_rate,13,0.0,False,
