# Section ablation extension results
# Run ID: 20260813T234207Z
# Four-arm N: 56, Two-arm N: 93
# Grading: +-2% raw overnight band (pre-registered)
# hold_upper: 0.25, hold_lower: -0.05

document_id,arm,sentiment_score,signal,input_tokens,output_tokens,total_tokens,estimated_cost_usd,latency_seconds,ret_overnight,grade,net_overnight,run_id
SHOP_FQ4_2025,prepared_remarks,0.3,BUY,12269,2821,15090,0.006365,17.1,0.0916,correct,0.0906,20260813T234207Z
SHOP_FQ4_2025,qa_only,0.3,BUY,8878,1702,10580,0.004218,13.17,0.0916,correct,0.0906,20260813T234207Z
UNP_FQ1_2026,full_bundle,0.15,HOLD,20736,1585,22321,0.007291,11.38,0.0054,no_trade,,20260813T234207Z
UNP_FQ1_2026,press_release,0.15,HOLD,8308,2018,10326,0.004412,14.13,0.0054,no_trade,,20260813T234207Z
UNP_FQ1_2026,prepared_remarks,0.15,HOLD,5366,1791,7157,0.003368,11.49,0.0054,no_trade,,20260813T234207Z
UNP_FQ1_2026,qa_only,0.15,HOLD,13532,2276,15808,0.006106,14.56,0.0054,no_trade,,20260813T234207Z
UNP_FQ2_2025,full_bundle,0.15,HOLD,25610,2138,27748,0.004147,38.34,-0.0009,no_trade,,20260813T234207Z
UNP_FQ2_2025,press_release,0.15,HOLD,10121,1725,11846,0.004349,10.45,-0.0009,no_trade,,20260813T234207Z
UNP_FQ2_2025,prepared_remarks,0.15,HOLD,5347,1897,7244,0.003479,12.22,-0.0009,no_trade,,20260813T234207Z
UNP_FQ2_2025,qa_only,0.15,HOLD,16612,2773,19385,0.007484,18.42,-0.0009,no_trade,,20260813T234207Z
UNP_FQ3_2025,full_bundle,-0.3,SELL,30589,2154,32743,0.010577,14.65,-0.0052,flat,0.0042,20260813T234207Z
UNP_FQ3_2025,press_release,0.15,HOLD,12178,1363,13541,0.004096,9.51,-0.0052,no_trade,,20260813T234207Z
UNP_FQ3_2025,prepared_remarks,-0.1,SELL,5423,1908,7331,0.003512,12.11,-0.0052,flat,0.0042,20260813T234207Z
UNP_FQ3_2025,qa_only,-0.1,SELL,19458,1767,21225,0.007146,15.64,-0.0052,flat,0.0042,20260813T234207Z
UNP_FQ4_2025,full_bundle,-0.1,SELL,33886,2912,36798,0.012301,18.41,0.0044,flat,-0.0054,20260813T234207Z
UNP_FQ4_2025,press_release,0.15,HOLD,11937,1678,13615,0.004429,12.66,0.0044,no_trade,,20260813T234207Z
UNP_FQ4_2025,prepared_remarks,0.1,HOLD,5691,2717,8408,0.004474,16.71,0.0044,no_trade,,20260813T234207Z
UNP_FQ4_2025,qa_only,-0.3,SELL,22728,2699,25427,0.009054,16.72,0.0044,flat,-0.0054,20260813T234207Z
CL_FQ1_2026,full_bundle,-0.05,HOLD,9607,1990,11597,0.004732,13.09,0.0101,no_trade,,20260813T234207Z
CL_FQ1_2026,press_release,-0.05,HOLD,9607,2205,11812,0.003099,14.29,0.0101,no_trade,,20260813T234207Z
CL_FQ2_2026,full_bundle,0.15,HOLD,11411,2249,13660,0.005504,14.02,-0.0082,no_trade,,20260813T234207Z
CL_FQ2_2026,press_release,0.15,HOLD,11411,2171,13582,0.003191,11.87,-0.0082,no_trade,,20260813T234207Z
CL_FQ3_2025,full_bundle,-0.3,SELL,11153,1665,12818,0.004792,14.59,-0.0125,flat,0.0115,20260813T234207Z
CL_FQ3_2025,press_release,-0.3,SELL,11153,1692,12845,0.002645,10.55,-0.0125,flat,0.0115,20260813T234207Z
CL_FQ4_2025,full_bundle,0.15,HOLD,12081,2637,14718,0.006111,15.41,0.0406,no_trade,,20260813T234207Z
CL_FQ4_2025,press_release,0.15,HOLD,12081,2574,14655,0.003687,15.12,0.0406,no_trade,,20260813T234207Z
DDOG_FQ2_2025,full_bundle,0.15,HOLD,11214,2069,13283,0.005252,13.87,0.0788,no_trade,,20260813T234207Z
DDOG_FQ2_2025,press_release,0.15,HOLD,11214,1872,13086,0.00286,11.79,0.0788,no_trade,,20260813T234207Z
DUK_FQ3_2023,full_bundle,0.15,HOLD,42903,2029,44932,0.013765,16.86,0.0141,no_trade,,20260813T234207Z
DUK_FQ3_2023,press_release,0.15,HOLD,24668,2123,26791,0.005796,13.98,0.0141,no_trade,,20260813T234207Z
DUK_FQ4_2025,full_bundle,0.35,BUY,36772,1991,38763,0.012067,15.0,0.005,flat,0.004,20260813T234207Z
DUK_FQ4_2025,press_release,0.3,BUY,25116,1981,27097,0.005684,13.03,0.005,flat,0.004,20260813T234207Z
EBAY_FQ1_2025,full_bundle,0.15,HOLD,10379,2029,12408,0.004983,14.04,0.0277,no_trade,,20260813T234207Z
EBAY_FQ1_2025,press_release,0.15,HOLD,10379,1570,11949,0.002456,11.33,0.0277,no_trade,,20260813T234207Z
EBAY_FQ1_2026,full_bundle,0.15,HOLD,10982,1652,12634,0.004731,11.91,-0.0358,no_trade,,20260813T234207Z
EBAY_FQ1_2026,press_release,0.15,HOLD,10982,1482,12464,0.002419,10.09,-0.0358,no_trade,,20260813T234207Z
EBAY_FQ2_2025,full_bundle,0.15,HOLD,11112,1795,12907,0.004924,12.53,0.1371,no_trade,,20260813T234207Z
EBAY_FQ2_2025,press_release,0.15,HOLD,11112,1481,12593,0.002428,10.29,0.1371,no_trade,,20260813T234207Z
EBAY_FQ3_2025,full_bundle,0.15,HOLD,11627,2059,13686,0.005353,13.51,-0.1401,no_trade,,20260813T234207Z
EBAY_FQ3_2025,press_release,0.15,HOLD,11627,1763,13390,0.002775,12.14,-0.1401,no_trade,,20260813T234207Z
XOM_FQ1_2023,full_bundle,0.2,HOLD,24578,3475,28053,0.010407,21.94,0.0035,no_trade,,20260813T234207Z
XOM_FQ1_2023,press_release,0.15,HOLD,12452,2095,14547,0.004899,14.07,0.0035,no_trade,,20260813T234207Z
XOM_FQ1_2024,full_bundle,0.2,HOLD,25942,2656,28598,0.009875,16.48,-0.0192,no_trade,,20260813T234207Z
XOM_FQ1_2024,press_release,0.15,HOLD,13371,2161,15532,0.00504,14.64,-0.0192,no_trade,,20260813T234207Z
XOM_FQ2_2023,full_bundle,0.15,HOLD,58009,2227,60236,0.018061,19.99,-0.0029,no_trade,,20260813T234207Z
XOM_FQ2_2023,press_release,0.15,HOLD,15341,1874,17215,0.003157,28.39,-0.0029,no_trade,,20260813T234207Z
XOM_FQ3_2023,full_bundle,0.15,HOLD,29567,2063,31630,0.004364,40.01,0.012,no_trade,,20260813T234207Z
XOM_FQ3_2023,press_release,0.15,HOLD,16064,2176,18240,0.005246,15.46,0.012,no_trade,,20260813T234207Z
XOM_FQ4_2023,full_bundle,0.15,HOLD,45838,2785,48623,0.015389,18.97,0.0133,no_trade,,20260813T234207Z
XOM_FQ4_2023,press_release,0.15,HOLD,17472,2147,19619,0.005313,14.68,0.0133,no_trade,,20260813T234207Z
HEINY_FQ1_2024,full_bundle,0.1,HOLD,9948,2727,12675,0.005634,19.89,0.0049,no_trade,,20260813T234207Z
HEINY_FQ1_2024,press_release,0.1,HOLD,9948,2219,12167,0.003156,13.86,0.0049,no_trade,,20260813T234207Z
HEINY_FQ2_2024,full_bundle,0.15,HOLD,32963,2392,35355,0.01148,15.53,0.0056,no_trade,,20260813T234207Z
HEINY_FQ2_2024,press_release,0.15,HOLD,32963,1994,34957,0.004514,13.64,0.0056,no_trade,,20260813T234207Z
HEINY_FQ3_2024,full_bundle,0.1,HOLD,11261,2161,13422,0.005366,14.76,0.0005,no_trade,,20260813T234207Z
HEINY_FQ3_2024,press_release,0.0,HOLD,11261,1686,12947,0.002668,11.04,0.0005,no_trade,,20260813T234207Z
HEINY_FQ3_2025,full_bundle,-0.35,SELL,12529,2085,14614,0.005625,16.27,-0.0027,flat,0.0017000000000000001,20260813T234207Z
HEINY_FQ3_2025,press_release,-0.35,SELL,12529,1763,14292,0.002839,12.12,-0.0027,flat,0.0017000000000000001,20260813T234207Z
RMS_FQ1_2025,full_bundle,0.1,HOLD,12876,2452,15328,0.006123,17.09,0.0,no_trade,,20260813T234207Z
RMS_FQ1_2025,press_release,0.15,HOLD,5829,1710,7539,0.003404,12.55,0.0,no_trade,,20260813T234207Z
RMS_FQ2_2025,full_bundle,0.15,HOLD,19334,2403,21737,0.007812,17.13,-0.0039,no_trade,,20260813T234207Z
RMS_FQ2_2025,press_release,0.15,HOLD,9805,1900,11705,0.004507,13.46,-0.0039,no_trade,,20260813T234207Z
HD_FQ1_2026,full_bundle,0.0,HOLD,18551,2961,21512,0.008215,23.12,-0.0265,no_trade,,20260813T234207Z
HD_FQ1_2026,press_release,0.0,HOLD,7057,2040,9097,0.004098,14.82,-0.0265,no_trade,,20260813T234207Z
HD_FQ2_2025,full_bundle,0.1,HOLD,21280,2713,23993,0.008679,17.76,0.016,no_trade,,20260813T234207Z
HD_FQ2_2025,press_release,0.0,HOLD,7516,2133,9649,0.004324,15.26,0.016,no_trade,,20260813T234207Z
HD_FQ3_2025,full_bundle,-0.5,SELL,18087,2961,21048,0.008089,18.83,-0.0504,correct,0.0494,20260813T234207Z
HD_FQ3_2025,press_release,-0.5,SELL,7624,2891,10515,0.005187,18.29,-0.0504,correct,0.0494,20260813T234207Z
HD_FQ4_2025,full_bundle,-0.1,SELL,21525,2242,23767,0.008227,15.53,0.0321,wrong,-0.0331,20260813T234207Z
HD_FQ4_2025,press_release,-0.05,HOLD,8119,2392,10511,0.004772,15.73,0.0321,no_trade,,20260813T234207Z
INTC_FQ1_2026,full_bundle,0.2,HOLD,11019,2551,13570,0.00573,17.22,0.2309,no_trade,,20260813T234207Z
INTC_FQ1_2026,press_release,0.2,HOLD,11019,2492,13511,0.003515,16.31,0.2309,no_trade,,20260813T234207Z
INTC_FQ4_2025,full_bundle,0.15,HOLD,27474,2647,30121,0.010278,17.68,-0.1373,no_trade,,20260813T234207Z
INTC_FQ4_2025,press_release,-0.05,HOLD,13288,2896,16184,0.005852,17.4,-0.1373,no_trade,,20260813T234207Z
NSRGY_FQ1_2026,full_bundle,0.15,HOLD,18635,2347,20982,0.007562,15.69,0.0244,no_trade,,20260813T234207Z
NSRGY_FQ1_2026,press_release,0.15,HOLD,7434,2097,9531,0.004263,14.15,0.0244,no_trade,,20260813T234207Z
NSRGY_FQ3_2024,full_bundle,-0.5,SELL,19018,2359,21377,0.007679,17.55,-0.0036,flat,0.0026,20260813T234207Z
NSRGY_FQ3_2024,press_release,-0.5,SELL,7885,1442,9327,0.003664,10.04,-0.0036,flat,0.0026,20260813T234207Z
SHEL_FQ1_2026,full_bundle,0.15,HOLD,10844,3022,13866,0.006201,18.11,-0.0053,no_trade,,20260813T234207Z
SHEL_FQ1_2026,press_release,0.15,HOLD,7822,2471,10293,0.004779,15.37,-0.0053,no_trade,,20260813T234207Z
SHEL_FQ2_2025,full_bundle,0.1,HOLD,10579,1437,12016,0.004386,10.68,0.0047,no_trade,,20260813T234207Z
SHEL_FQ2_2025,press_release,0.15,HOLD,7697,1810,9507,0.004018,11.49,0.0047,no_trade,,20260813T234207Z
SHEL_FQ3_2025,full_bundle,0.2,HOLD,10243,2203,12446,0.005138,13.57,-0.001,no_trade,,20260813T234207Z
SHEL_FQ3_2025,press_release,0.25,HOLD,5900,1998,7898,0.00374,13.66,-0.001,no_trade,,20260813T234207Z
SHEL_FQ4_2025,full_bundle,0.15,HOLD,12258,2638,14896,0.00616,20.02,-0.0128,no_trade,,20260813T234207Z
SHEL_FQ4_2025,press_release,0.15,HOLD,8335,1676,10011,0.004043,11.06,-0.0128,no_trade,,20260813T234207Z
SONY_FQ1_2026,full_bundle,0.3,BUY,11525,2329,13854,0.005622,14.11,-0.0241,wrong,-0.0251,20260813T234207Z
SONY_FQ1_2026,press_release,0.3,BUY,9004,2475,11479,0.005077,16.16,-0.0241,wrong,-0.0251,20260813T234207Z
SONY_FQ2_2025,full_bundle,0.3,BUY,11494,2747,14241,0.006074,17.51,0.0029,flat,0.0018999999999999998,20260813T234207Z
SONY_FQ2_2025,press_release,0.3,BUY,9409,2374,11783,0.004998,19.16,0.0029,flat,0.0018999999999999998,20260813T234207Z
SONY_FQ3_2025,full_bundle,0.3,BUY,11599,2301,13900,0.005612,16.45,-0.0005,flat,-0.0015,20260813T234207Z
SONY_FQ3_2025,press_release,0.3,BUY,9243,2930,12173,0.005616,18.11,-0.0005,flat,-0.0015,20260813T234207Z
