# Section ablation results
# Run ID: 20260812T131110Z
# Run date: 2026-08-12T16:21:46.494422+00:00
# Model alias: deepseek-chat
# Resolved model version: deepseek-v4-flash
# Deployed runs used: deepseek-v4-flash (verified from run_meta)
# Grading: pre-registered ±2% raw overnight band
# Overnight band: 0.02, 5d band: 0.033786
# hold_upper: 0.25, hold_lower: -0.05
#
document_id,arm,sentiment_score,signal,input_tokens,output_tokens,total_tokens,estimated_cost_usd,latency_seconds,ret_overnight,ret_5d,correct_overnight,correct_5d,net_overnight,run_id
F_FQ1_2026,full_bundle,0.45,BUY,24931,1852,26783,0.008717,11.34,-0.056373,-0.005719,wrong,flat,-0.057373,20260812T131110Z
F_FQ1_2026,press_release,0.55,BUY,13515,1927,15442,0.005718,11.79,-0.056373,-0.005719,wrong,flat,-0.057373,20260812T131110Z
F_FQ1_2026,prepared_remarks,0.55,BUY,6301,2240,8541,0.004088,12.72,-0.056373,-0.005719,wrong,flat,-0.057373,20260812T131110Z
F_FQ1_2026,qa_only,0.15,HOLD,11603,2341,13944,0.005631,14.9,-0.056373,-0.005719,no_trade,no_trade,,20260812T131110Z
F_FQ4_2025,full_bundle,0.3,BUY,26175,3046,29221,0.005195,43.94,0.003685,0.020634,flat,flat,0.002685,20260812T131110Z
F_FQ4_2025,press_release,-0.35,SELL,15430,3693,19123,0.008177,20.12,0.003685,0.020634,flat,flat,-0.004685,20260812T131110Z
F_FQ4_2025,prepared_remarks,0.3,BUY,7305,2168,9473,0.00428,14.14,0.003685,0.020634,flat,flat,0.002685,20260812T131110Z
F_FQ4_2025,qa_only,0.15,HOLD,9927,3492,13419,0.006445,21.54,0.003685,0.020634,no_trade,no_trade,,20260812T131110Z
PEP_FQ2_2026,full_bundle,-0.05,HOLD,25905,1694,27599,0.008807,11.04,-0.014507,0.011388,no_trade,no_trade,,20260812T131110Z
PEP_FQ2_2026,press_release,0.15,HOLD,15028,1993,17021,0.00497,12.17,-0.014507,0.011388,no_trade,no_trade,,20260812T131110Z
PEP_FQ2_2026,prepared_remarks,0.15,HOLD,5382,1827,7209,0.003412,11.14,-0.014507,0.011388,no_trade,no_trade,,20260812T131110Z
PEP_FQ2_2026,qa_only,-0.1,SELL,11996,2223,14219,0.005607,15.3,-0.014507,0.011388,flat,flat,0.013507000000000002,20260812T131110Z
FDX_FQ1_2026,full_bundle,-0.1,SELL,21559,1681,23240,0.007619,12.01,0.007947,0.043797,flat,wrong,-0.008947,20260812T131110Z
FDX_FQ1_2026,press_release,0.15,HOLD,9879,2262,12141,0.004925,13.12,0.007947,0.043797,no_trade,no_trade,,20260812T131110Z
FDX_FQ1_2026,prepared_remarks,0.15,HOLD,8180,2458,10638,0.004861,14.59,0.007947,0.043797,no_trade,no_trade,,20260812T131110Z
FDX_FQ1_2026,qa_only,-0.5,SELL,10001,2312,12313,0.005167,13.86,0.007947,0.043797,flat,wrong,-0.008947,20260812T131110Z
FDX_FQ2_2026,full_bundle,0.45,BUY,23153,2387,25540,0.008826,17.92,-0.052452,0.032077,wrong,flat,-0.053452,20260812T131110Z
FDX_FQ2_2026,press_release,0.35,BUY,10922,2129,13051,0.00483,13.37,-0.052452,0.032077,wrong,flat,-0.053452,20260812T131110Z
FDX_FQ2_2026,prepared_remarks,0.3,BUY,8461,2835,11296,0.005352,16.63,-0.052452,0.032077,wrong,flat,-0.053452,20260812T131110Z
FDX_FQ2_2026,qa_only,-0.3,SELL,10271,2082,12353,0.004987,13.39,-0.052452,0.032077,correct,flat,0.051452,20260812T131110Z
FDX_FQ3_2026,full_bundle,0.55,BUY,22945,1884,24829,0.008216,12.01,0.069389,-0.018421,correct,flat,0.068389,20260812T131110Z
FDX_FQ3_2026,press_release,0.55,BUY,11226,2042,13268,0.004765,12.12,0.069389,-0.018421,correct,flat,0.068389,20260812T131110Z
FDX_FQ3_2026,prepared_remarks,0.55,BUY,8354,3396,11750,0.00594,19.76,0.069389,-0.018421,correct,flat,0.068389,20260812T131110Z
FDX_FQ3_2026,qa_only,0.15,HOLD,9866,1817,11683,0.004586,11.86,0.069389,-0.018421,no_trade,no_trade,,20260812T131110Z
FDX_FQ4_2026,full_bundle,0.55,BUY,24357,2457,26814,0.009228,14.59,-0.007786,-0.012955,flat,flat,-0.008786,20260812T131110Z
FDX_FQ4_2026,press_release,0.3,BUY,12946,3257,16203,0.006233,17.27,-0.007786,-0.012955,flat,flat,-0.008786,20260812T131110Z
FDX_FQ4_2026,prepared_remarks,0.3,BUY,8403,2963,11366,0.005477,16.52,-0.007786,-0.012955,flat,flat,-0.008786,20260812T131110Z
FDX_FQ4_2026,qa_only,0.3,BUY,9509,1699,11208,0.00436,10.97,-0.007786,-0.012955,flat,flat,-0.008786,20260812T131110Z
NVO_FQ1_2025,full_bundle,-0.5,SELL,46538,1960,48498,0.01467,12.66,-0.024278,-0.046484,correct,correct,0.023278,20260812T131110Z
NVO_FQ1_2025,press_release,-0.5,SELL,31654,2833,34487,0.007055,15.75,-0.024278,-0.046484,correct,correct,0.023278,20260812T131110Z
NVO_FQ1_2025,prepared_remarks,-0.5,SELL,9556,2608,12164,0.005398,15.43,-0.024278,-0.046484,correct,correct,0.023278,20260812T131110Z
NVO_FQ1_2025,qa_only,-0.5,SELL,11827,2221,14048,0.00556,14.21,-0.024278,-0.046484,correct,correct,0.023278,20260812T131110Z
NVO_FQ2_2025,full_bundle,-0.5,SELL,51856,2546,54402,0.016751,16.08,0.068092,0.121639,wrong,wrong,-0.069092,20260812T131110Z
NVO_FQ2_2025,press_release,-0.5,SELL,36762,3381,40143,0.007091,18.89,0.068092,0.121639,wrong,wrong,-0.069092,20260812T131110Z
NVO_FQ2_2025,prepared_remarks,-0.5,SELL,9284,1640,10924,0.004259,11.0,0.068092,0.121639,wrong,wrong,-0.069092,20260812T131110Z
NVO_FQ2_2025,qa_only,-0.5,SELL,12309,1941,14250,0.005382,13.27,0.068092,0.121639,wrong,wrong,-0.069092,20260812T131110Z
NVO_FQ3_2025,full_bundle,-0.5,SELL,51116,3919,55035,0.018061,23.54,-0.014651,0.037144,flat,wrong,0.013651,20260812T131110Z
NVO_FQ3_2025,press_release,-0.5,SELL,35484,3440,38924,0.008014,19.86,-0.014651,0.037144,flat,wrong,0.013651,20260812T131110Z
NVO_FQ3_2025,prepared_remarks,-0.5,SELL,8995,2933,11928,0.005604,20.79,-0.014651,0.037144,flat,wrong,0.013651,20260812T131110Z
NVO_FQ3_2025,qa_only,-0.3,SELL,13136,2647,15783,0.006382,17.95,-0.014651,0.037144,flat,wrong,0.013651,20260812T131110Z
NVO_FQ4_2025,full_bundle,-0.5,SELL,92179,2246,94425,0.027308,17.15,-0.04672,-0.023459,correct,flat,0.04572,20260812T131110Z
NVO_FQ4_2025,press_release,-0.5,SELL,41941,2460,44401,0.007374,15.15,-0.04672,-0.023459,correct,flat,0.04572,20260812T131110Z
NVO_FQ4_2025,prepared_remarks,-0.5,SELL,9909,1614,11523,0.0044,14.33,-0.04672,-0.023459,correct,flat,0.04572,20260812T131110Z
NVO_FQ4_2025,qa_only,-0.5,SELL,12220,2530,14750,0.006006,16.96,-0.04672,-0.023459,correct,flat,0.04572,20260812T131110Z
HLT_FQ1_2026,full_bundle,0.55,BUY,25156,2947,28103,0.009983,17.35,-0.005597,-0.03275,flat,flat,-0.006597,20260812T131110Z
HLT_FQ1_2026,press_release,0.3,BUY,13410,2650,16060,0.005589,15.22,-0.005597,-0.03275,flat,flat,-0.006597,20260812T131110Z
HLT_FQ1_2026,prepared_remarks,0.15,HOLD,7026,2610,9636,0.004717,15.49,-0.005597,-0.03275,no_trade,no_trade,,20260812T131110Z
HLT_FQ1_2026,qa_only,0.35,BUY,11213,1660,12873,0.004777,11.38,-0.005597,-0.03275,flat,flat,-0.006597,20260812T131110Z
HLT_FQ2_2025,full_bundle,0.15,HOLD,28657,2664,31321,0.010617,15.1,-0.001574,0.024133,no_trade,no_trade,,20260812T131110Z
HLT_FQ2_2025,press_release,0.1,HOLD,15215,1899,17114,0.004891,12.1,-0.001574,0.024133,no_trade,no_trade,,20260812T131110Z
HLT_FQ2_2025,prepared_remarks,0.1,HOLD,7367,2280,9647,0.003038,36.74,-0.001574,0.024133,no_trade,no_trade,,20260812T131110Z
HLT_FQ2_2025,qa_only,0.15,HOLD,12568,1769,14337,0.005262,12.46,-0.001574,0.024133,no_trade,no_trade,,20260812T131110Z
HLT_FQ4_2025,full_bundle,0.3,BUY,28441,2254,30695,0.010107,13.9,0.001169,-0.038139,flat,wrong,0.00016899999999999988,20260812T131110Z
HLT_FQ4_2025,press_release,0.3,BUY,15188,2187,17375,0.005201,12.54,0.001169,-0.038139,flat,wrong,0.00016899999999999988,20260812T131110Z
HLT_FQ4_2025,prepared_remarks,0.2,HOLD,7030,2522,9552,0.004621,15.25,0.001169,-0.038139,no_trade,no_trade,,20260812T131110Z
HLT_FQ4_2025,qa_only,0.35,BUY,12716,2119,14835,0.005687,14.86,0.001169,-0.038139,flat,wrong,0.00016899999999999988,20260812T131110Z
MAR_FQ1_2026,full_bundle,0.55,BUY,26004,3205,29209,0.010495,17.95,-0.002924,-0.024703,flat,flat,-0.003924,20260812T131110Z
MAR_FQ1_2026,press_release,0.15,HOLD,16121,2038,18159,0.00511,11.95,-0.002924,-0.024703,no_trade,no_trade,,20260812T131110Z
MAR_FQ1_2026,prepared_remarks,0.55,BUY,7402,2714,10116,0.004933,14.83,-0.002924,-0.024703,flat,flat,-0.003924,20260812T131110Z
MAR_FQ1_2026,qa_only,0.3,BUY,8973,1532,10505,0.004031,9.73,-0.002924,-0.024703,flat,flat,-0.003924,20260812T131110Z
MAR_FQ2_2025,full_bundle,-0.3,SELL,28565,1668,30233,0.009496,14.37,-0.001656,0.020368,flat,flat,0.0006559999999999999,20260812T131110Z
MAR_FQ2_2025,press_release,0.15,HOLD,17712,3051,20763,0.006321,17.69,-0.001656,0.020368,no_trade,no_trade,,20260812T131110Z
MAR_FQ2_2025,prepared_remarks,-0.3,SELL,6866,2481,9347,0.004532,15.72,-0.001656,0.020368,flat,flat,0.0006559999999999999,20260812T131110Z
MAR_FQ2_2025,qa_only,0.1,HOLD,10479,1800,12279,0.004733,12.66,-0.001656,0.020368,no_trade,no_trade,,20260812T131110Z
MAR_FQ3_2025,full_bundle,0.15,HOLD,27451,2350,29801,0.009946,14.85,0.005547,0.072216,no_trade,no_trade,,20260812T131110Z
MAR_FQ3_2025,press_release,0.15,HOLD,17835,2739,20574,0.005985,15.19,0.005547,0.072216,no_trade,no_trade,,20260812T131110Z
MAR_FQ3_2025,prepared_remarks,0.15,HOLD,6325,3408,9733,0.005405,18.35,0.005547,0.072216,no_trade,no_trade,,20260812T131110Z
MAR_FQ3_2025,qa_only,0.15,HOLD,9783,2135,11918,0.004913,13.19,0.005547,0.072216,no_trade,no_trade,,20260812T131110Z
MAR_FQ4_2025,full_bundle,0.35,BUY,32876,3438,36314,0.012607,20.68,-0.002004,-0.009322,flat,flat,-0.003004,20260812T131110Z
MAR_FQ4_2025,press_release,0.15,HOLD,20219,2974,23193,0.004711,41.42,-0.002004,-0.009322,no_trade,no_trade,,20260812T131110Z
MAR_FQ4_2025,prepared_remarks,0.3,BUY,8779,2737,11516,0.00533,15.62,-0.002004,-0.009322,flat,flat,-0.003004,20260812T131110Z
MAR_FQ4_2025,qa_only,0.3,BUY,10370,1606,11976,0.00449,10.63,-0.002004,-0.009322,flat,flat,-0.003004,20260812T131110Z
GOOGL_FQ1_2026,full_bundle,0.55,BUY,23143,1880,25023,0.008265,11.78,0.068955,0.137452,correct,correct,0.067955,20260812T131110Z
GOOGL_FQ1_2026,press_release,0.3,BUY,8473,1446,9919,0.003827,9.36,0.068955,0.137452,correct,correct,0.067955,20260812T131110Z
GOOGL_FQ1_2026,prepared_remarks,0.3,BUY,10127,2005,12132,0.004889,12.98,0.068955,0.137452,correct,correct,0.067955,20260812T131110Z
GOOGL_FQ1_2026,qa_only,0.3,BUY,9293,1400,10693,0.003972,9.29,0.068955,0.137452,correct,correct,0.067955,20260812T131110Z
GOOGL_FQ3_2025,full_bundle,0.3,BUY,23387,2526,25913,0.009042,15.43,0.061988,0.035474,correct,correct,0.060988,20260812T131110Z
GOOGL_FQ3_2025,press_release,0.3,BUY,9394,1719,11113,0.004274,10.26,0.061988,0.035474,correct,correct,0.060988,20260812T131110Z
GOOGL_FQ3_2025,prepared_remarks,0.3,BUY,9954,2245,12199,0.005106,13.31,0.061988,0.035474,correct,correct,0.060988,20260812T131110Z
GOOGL_FQ3_2025,qa_only,0.25,HOLD,8816,1626,10442,0.004092,10.99,0.061988,0.035474,no_trade,no_trade,,20260812T131110Z
GOOGL_FQ4_2025,full_bundle,0.3,BUY,24698,1614,26312,0.008393,11.4,-0.062515,-0.066298,wrong,wrong,-0.063515,20260812T131110Z
GOOGL_FQ4_2025,press_release,0.3,BUY,9353,1610,10963,0.004168,9.73,-0.062515,-0.066298,wrong,wrong,-0.063515,20260812T131110Z
GOOGL_FQ4_2025,prepared_remarks,0.3,BUY,10320,2142,12462,0.005091,12.75,-0.062515,-0.066298,wrong,wrong,-0.063515,20260812T131110Z
GOOGL_FQ4_2025,qa_only,0.15,HOLD,9578,1666,11244,0.004342,12.16,-0.062515,-0.066298,no_trade,no_trade,,20260812T131110Z
BKNG_FQ3_2025,full_bundle,0.55,BUY,25142,2452,27594,0.009434,18.07,0.015514,-0.025155,flat,flat,0.014513999999999999,20260812T131110Z
BKNG_FQ3_2025,press_release,0.3,BUY,11730,1988,13718,0.00474,12.35,0.015514,-0.025155,flat,flat,0.014513999999999999,20260812T131110Z
BKNG_FQ3_2025,prepared_remarks,0.55,BUY,8846,2529,11375,0.005119,15.21,0.015514,-0.025155,flat,flat,0.014513999999999999,20260812T131110Z
BKNG_FQ3_2025,qa_only,0.2,HOLD,11063,2158,13221,0.005284,13.34,0.015514,-0.025155,no_trade,no_trade,,20260812T131110Z
BKNG_FQ4_2025,full_bundle,0.3,BUY,24452,2856,27308,0.009692,17.71,-0.042417,-0.025056,wrong,flat,-0.043417000000000004,20260812T131110Z
BKNG_FQ4_2025,press_release,0.2,HOLD,11636,2908,14544,0.005752,20.08,-0.042417,-0.025056,no_trade,no_trade,,20260812T131110Z
BKNG_FQ4_2025,prepared_remarks,0.3,BUY,9991,3501,13492,0.006497,20.05,-0.042417,-0.025056,wrong,flat,-0.043417000000000004,20260812T131110Z
BKNG_FQ4_2025,qa_only,0.3,BUY,9322,1738,11060,0.004352,12.02,-0.042417,-0.025056,wrong,flat,-0.043417000000000004,20260812T131110Z
AVGO_FQ1_2026,full_bundle,0.85,BUY,25819,2452,28271,0.009617,14.8,0.039839,0.075709,correct,correct,0.038839,20260812T131110Z
AVGO_FQ1_2026,press_release,0.55,BUY,8604,2060,10664,0.004538,11.55,0.039839,0.075709,correct,correct,0.038839,20260812T131110Z
AVGO_FQ1_2026,prepared_remarks,0.85,BUY,7213,3200,10413,0.005416,17.37,0.039839,0.075709,correct,correct,0.038839,20260812T131110Z
AVGO_FQ1_2026,qa_only,0.85,BUY,10820,2525,13345,0.005622,17.9,0.039839,0.075709,correct,correct,0.038839,20260812T131110Z
AVGO_FQ4_2025,full_bundle,0.55,BUY,27941,1868,29809,0.009548,11.45,-0.06499,-0.188227,wrong,wrong,-0.06599000000000001,20260812T131110Z
AVGO_FQ4_2025,press_release,0.55,BUY,9835,2045,11880,0.004675,11.39,-0.06499,-0.188227,wrong,wrong,-0.06599000000000001,20260812T131110Z
AVGO_FQ4_2025,prepared_remarks,0.55,BUY,7412,3278,10690,0.005556,17.84,-0.06499,-0.188227,wrong,wrong,-0.06599000000000001,20260812T131110Z
AVGO_FQ4_2025,qa_only,0.55,BUY,10110,1478,11588,0.004279,11.02,-0.06499,-0.188227,wrong,wrong,-0.06599000000000001,20260812T131110Z
CAT_FQ2_2025,full_bundle,0.15,HOLD,32341,1988,34329,0.010868,13.07,-0.01395,-0.058012,no_trade,no_trade,,20260812T131110Z
CAT_FQ2_2025,press_release,-0.15,SELL,16183,1856,18039,0.004901,11.85,-0.01395,-0.058012,flat,correct,0.01295,20260812T131110Z
CAT_FQ2_2025,prepared_remarks,0.2,HOLD,8974,2728,11702,0.005373,16.6,-0.01395,-0.058012,no_trade,no_trade,,20260812T131110Z
CAT_FQ2_2025,qa_only,0.25,HOLD,8868,2118,10986,0.004647,13.65,-0.01395,-0.058012,no_trade,no_trade,,20260812T131110Z
CAT_FQ3_2025,full_bundle,0.3,BUY,32615,2359,34974,0.01135,14.81,0.064274,0.044064,correct,correct,0.063274,20260812T131110Z
CAT_FQ3_2025,press_release,0.15,HOLD,16418,1834,18252,0.004914,11.59,0.064274,0.044064,no_trade,no_trade,,20260812T131110Z
CAT_FQ3_2025,prepared_remarks,0.3,BUY,9030,2266,11296,0.00488,13.54,0.064274,0.044064,correct,correct,0.063274,20260812T131110Z
CAT_FQ3_2025,qa_only,0.3,BUY,8833,1392,10225,0.003839,9.2,0.064274,0.044064,correct,correct,0.063274,20260812T131110Z
CAT_FQ4_2025,full_bundle,0.35,BUY,24465,2587,27052,0.0094,15.83,0.018483,0.075457,flat,correct,0.017483,20260812T131110Z
CAT_FQ4_2025,press_release,0.15,HOLD,5548,2020,7568,0.003669,12.95,0.018483,0.075457,no_trade,no_trade,,20260812T131110Z
CAT_FQ4_2025,prepared_remarks,0.55,BUY,9922,2780,12702,0.005686,16.37,0.018483,0.075457,flat,correct,0.017483,20260812T131110Z
CAT_FQ4_2025,qa_only,0.3,BUY,7971,1183,9154,0.003377,7.93,0.018483,0.075457,flat,correct,0.017483,20260812T131110Z
CMCSA_FQ1_2025,full_bundle,-0.1,SELL,25306,2499,27805,0.00953,16.61,-0.072237,-0.007833,correct,flat,0.071237,20260812T131110Z
CMCSA_FQ1_2025,press_release,0.15,HOLD,10769,2061,12830,0.004765,12.55,-0.072237,-0.007833,no_trade,no_trade,,20260812T131110Z
CMCSA_FQ1_2025,prepared_remarks,0.15,HOLD,7811,1879,9690,0.004125,12.58,-0.072237,-0.007833,no_trade,no_trade,,20260812T131110Z
CMCSA_FQ1_2025,qa_only,-0.1,SELL,10118,1755,11873,0.004586,12.44,-0.072237,-0.007833,correct,flat,0.071237,20260812T131110Z
CMCSA_FQ1_2026,full_bundle,0.15,HOLD,26824,2565,29389,0.010013,15.66,0.038475,-0.088866,no_trade,no_trade,,20260812T131110Z
CMCSA_FQ1_2026,press_release,0.15,HOLD,12528,2038,14566,0.004856,12.81,0.038475,-0.088866,no_trade,no_trade,,20260812T131110Z
CMCSA_FQ1_2026,prepared_remarks,0.25,HOLD,8136,2167,10303,0.004529,13.95,0.038475,-0.088866,no_trade,no_trade,,20260812T131110Z
CMCSA_FQ1_2026,qa_only,0.15,HOLD,9487,1645,11132,0.004294,14.76,0.038475,-0.088866,no_trade,no_trade,,20260812T131110Z
CMCSA_FQ2_2025,full_bundle,0.15,HOLD,28137,2710,30847,0.010527,15.89,0.045846,-0.010462,no_trade,no_trade,,20260812T131110Z
CMCSA_FQ2_2025,press_release,0.15,HOLD,12357,2163,14520,0.004973,13.35,0.045846,-0.010462,no_trade,no_trade,,20260812T131110Z
CMCSA_FQ2_2025,prepared_remarks,0.15,HOLD,7965,1677,9642,0.003944,11.26,0.045846,-0.010462,no_trade,no_trade,,20260812T131110Z
CMCSA_FQ2_2025,qa_only,0.15,HOLD,11123,1681,12804,0.004776,11.56,0.045846,-0.010462,no_trade,no_trade,,20260812T131110Z
CMCSA_FQ4_2025,full_bundle,-0.3,SELL,27442,2963,30405,0.010617,17.98,-0.027455,0.073566,correct,wrong,0.026455,20260812T131110Z
CMCSA_FQ4_2025,press_release,0.15,HOLD,12645,2152,14797,0.004988,12.84,-0.027455,0.073566,no_trade,no_trade,,20260812T131110Z
CMCSA_FQ4_2025,prepared_remarks,-0.1,SELL,9316,2889,12205,0.005642,16.06,-0.027455,0.073566,correct,wrong,0.026455,20260812T131110Z
CMCSA_FQ4_2025,qa_only,0.15,HOLD,9057,1850,10907,0.004404,12.07,-0.027455,0.073566,no_trade,no_trade,,20260812T131110Z
DELL_FQ1_2025,full_bundle,0.3,BUY,20264,2339,22603,0.007993,15.13,-0.010121,-0.015929,flat,flat,-0.011120999999999999,20260812T131110Z
DELL_FQ1_2025,press_release,0.3,BUY,9185,2581,11766,0.005217,14.07,-0.010121,-0.015929,flat,flat,-0.011120999999999999,20260812T131110Z
DELL_FQ1_2025,prepared_remarks,0.3,BUY,7171,1955,9126,0.004035,12.42,-0.010121,-0.015929,flat,flat,-0.011120999999999999,20260812T131110Z
DELL_FQ1_2025,qa_only,0.3,BUY,10404,2199,12603,0.005151,14.23,-0.010121,-0.015929,flat,flat,-0.011120999999999999,20260812T131110Z
DELL_FQ3_2025,full_bundle,0.55,BUY,21038,1984,23022,0.007811,13.06,0.060832,0.061229,correct,correct,0.059831999999999996,20260812T131110Z
DELL_FQ3_2025,press_release,0.55,BUY,10749,2798,13547,0.003855,38.86,0.060832,0.061229,correct,correct,0.059831999999999996,20260812T131110Z
DELL_FQ3_2025,prepared_remarks,0.55,BUY,6160,2339,8499,0.004185,13.27,0.060832,0.061229,correct,correct,0.059831999999999996,20260812T131110Z
DELL_FQ3_2025,qa_only,0.3,BUY,10625,1972,12597,0.004961,15.99,0.060832,0.061229,correct,correct,0.059831999999999996,20260812T131110Z
DELL_FQ4_2025,full_bundle,0.55,BUY,22751,2843,25594,0.009219,17.26,0.131083,0.206422,correct,correct,0.130083,20260812T131110Z
DELL_FQ4_2025,press_release,0.55,BUY,11080,2525,13605,0.003568,36.57,0.131083,0.206422,correct,correct,0.130083,20260812T131110Z
DELL_FQ4_2025,prepared_remarks,0.55,BUY,6999,3014,10013,0.005154,16.55,0.131083,0.206422,correct,correct,0.130083,20260812T131110Z
DELL_FQ4_2025,qa_only,0.55,BUY,11168,3173,14341,0.006429,18.67,0.131083,0.206422,correct,correct,0.130083,20260812T131110Z
DAL_FQ1_2025,full_bundle,-0.5,SELL,37685,2013,39698,0.012338,13.38,-0.046307,-0.083126,correct,correct,0.045307,20260812T131110Z
DAL_FQ1_2025,press_release,-0.5,SELL,12616,2174,14790,0.005004,13.32,-0.046307,-0.083126,correct,correct,0.045307,20260812T131110Z
DAL_FQ1_2025,prepared_remarks,-0.5,SELL,6460,2160,8620,0.004069,13.31,-0.046307,-0.083126,correct,correct,0.045307,20260812T131110Z
DAL_FQ1_2025,qa_only,-0.35,SELL,15260,1642,16902,0.00585,12.25,-0.046307,-0.083126,correct,correct,0.045307,20260812T131110Z
DAL_FQ2_2025,full_bundle,0.2,HOLD,40022,2754,42776,0.013784,17.21,-0.009686,-0.007749,no_trade,no_trade,,20260812T131110Z
DAL_FQ2_2025,press_release,0.3,BUY,13575,2125,15700,0.00503,12.38,-0.009686,-0.007749,flat,flat,-0.010686000000000001,20260812T131110Z
DAL_FQ2_2025,prepared_remarks,0.15,HOLD,7601,2206,9807,0.004428,13.61,-0.009686,-0.007749,no_trade,no_trade,,20260812T131110Z
DAL_FQ2_2025,qa_only,0.15,HOLD,14497,1755,16252,0.005768,12.45,-0.009686,-0.007749,no_trade,no_trade,,20260812T131110Z
DAL_FQ3_2025,full_bundle,0.35,BUY,41055,2577,43632,0.013868,16.76,0.006043,0.013933,flat,flat,0.005043,20260812T131110Z
DAL_FQ3_2025,press_release,0.3,BUY,13373,1856,15229,0.004705,11.54,0.006043,0.013933,flat,flat,0.005043,20260812T131110Z
DAL_FQ3_2025,prepared_remarks,0.3,BUY,6802,2167,8969,0.004169,12.78,0.006043,0.013933,flat,flat,0.005043,20260812T131110Z
DAL_FQ3_2025,qa_only,0.3,BUY,16637,1981,18618,0.006594,12.96,0.006043,0.013933,flat,flat,0.005043,20260812T131110Z
DAL_FQ4_2025,full_bundle,0.55,BUY,45602,3542,49144,0.016158,21.76,0.000865,-0.005481,flat,flat,-0.00013500000000000003,20260812T131110Z
DAL_FQ4_2025,press_release,0.3,BUY,15756,1932,17688,0.004971,11.83,0.000865,-0.005481,flat,flat,-0.00013500000000000003,20260812T131110Z
DAL_FQ4_2025,prepared_remarks,0.55,BUY,8007,2817,10824,0.005209,15.8,0.000865,-0.005481,flat,flat,-0.00013500000000000003,20260812T131110Z
DAL_FQ4_2025,qa_only,0.3,BUY,15296,3472,18768,0.007872,21.96,0.000865,-0.005481,flat,flat,-0.00013500000000000003,20260812T131110Z
EXPE_FQ1_2025,full_bundle,-0.35,SELL,31126,1828,32954,0.010364,12.63,-0.097047,-0.016451,correct,flat,0.096047,20260812T131110Z
EXPE_FQ1_2025,press_release,0.15,HOLD,12775,1942,14717,0.004766,12.61,-0.097047,-0.016451,no_trade,no_trade,,20260812T131110Z
EXPE_FQ1_2025,prepared_remarks,-0.15,SELL,7261,2070,9331,0.004186,13.58,-0.097047,-0.016451,correct,flat,0.096047,20260812T131110Z
EXPE_FQ1_2025,qa_only,-0.3,SELL,9869,1635,11504,0.004386,11.95,-0.097047,-0.016451,correct,flat,0.096047,20260812T131110Z
GIS_FQ2_2026,full_bundle,0.1,HOLD,29150,1708,30858,0.009698,11.37,-0.002674,-0.033121,no_trade,no_trade,,20260812T131110Z
GIS_FQ2_2026,press_release,-0.3,SELL,17093,1851,18944,0.004962,12.61,-0.002674,-0.033121,flat,flat,0.0016740000000000001,20260812T131110Z
GIS_FQ2_2026,prepared_remarks,0.25,HOLD,4601,1622,6223,0.002975,10.23,-0.002674,-0.033121,no_trade,no_trade,,20260812T131110Z
GIS_FQ2_2026,qa_only,0.15,HOLD,10276,2321,12597,0.005251,14.01,-0.002674,-0.033121,no_trade,no_trade,,20260812T131110Z
JNJ_FQ1_2025,full_bundle,0.15,HOLD,31345,1965,33310,0.010573,13.53,0.008681,0.021962,no_trade,no_trade,,20260812T131110Z
JNJ_FQ1_2025,press_release,0.15,HOLD,6887,1866,8753,0.003861,11.89,0.008681,0.021962,no_trade,no_trade,,20260812T131110Z
JNJ_FQ1_2025,prepared_remarks,0.15,HOLD,10650,2013,12663,0.005039,13.91,0.008681,0.021962,no_trade,no_trade,,20260812T131110Z
JNJ_FQ1_2025,qa_only,0.15,HOLD,10402,1959,12361,0.004887,14.68,0.008681,0.021962,no_trade,no_trade,,20260812T131110Z
JNJ_FQ2_2025,full_bundle,0.55,BUY,28440,2494,30934,0.010371,16.81,0.033061,0.082232,correct,correct,0.032061,20260812T131110Z
JNJ_FQ2_2025,press_release,0.55,BUY,7135,2598,9733,0.004733,15.83,0.033061,0.082232,correct,correct,0.032061,20260812T131110Z
JNJ_FQ2_2025,prepared_remarks,0.55,BUY,10080,2234,12314,0.005128,14.32,0.033061,0.082232,correct,correct,0.032061,20260812T131110Z
JNJ_FQ2_2025,qa_only,0.3,BUY,10237,2251,12488,0.005163,14.63,0.033061,0.082232,correct,correct,0.032061,20260812T131110Z
JNJ_FQ3_2025,full_bundle,0.55,BUY,30655,2316,32971,0.010773,15.52,0.010581,0.014772,flat,flat,0.009581,20260812T131110Z
JNJ_FQ3_2025,press_release,0.3,BUY,6932,1686,8618,0.003675,11.19,0.010581,0.014772,flat,flat,0.009581,20260812T131110Z
JNJ_FQ3_2025,prepared_remarks,0.55,BUY,10824,2649,13473,0.005785,17.13,0.010581,0.014772,flat,flat,0.009581,20260812T131110Z
JNJ_FQ3_2025,qa_only,0.3,BUY,11882,1814,13696,0.005127,12.51,0.010581,0.014772,flat,flat,0.009581,20260812T131110Z
KHC_FQ1_2025,full_bundle,-0.3,SELL,15447,2862,18309,0.007268,16.55,-0.020808,-0.040016,correct,correct,0.019808,20260812T131110Z
KHC_FQ1_2025,press_release,-0.5,SELL,14049,2450,16499,0.005413,14.4,-0.020808,-0.040016,correct,correct,0.019808,20260812T131110Z
