row_index,event_key,company,ticker,year,quarter,sentiment_score,decision,token_cost,run_id,model_version,run_date,document_date,closing_date,prior_close,opening_date,next_day_open,actual_pct_change,actual_direction,prediction_correct,position,net_pnl,release_date,release_timing,release_date_source,excluded,exclusion_reason,in_four_arm_set,in_two_arm_set,arm_full_decision,arm_full_correct,arm_full_tokens,arm_pr_decision,arm_pr_correct,arm_pr_tokens,arm_prepared_decision,arm_prepared_correct,arm_prepared_tokens,arm_qa_decision,arm_qa_correct,arm_qa_tokens,notes
56,Maersk|2025|Q2,Maersk,AMKBY,2025,Q2,0.32,BUY,0.005273,20260812_183842,deepseek-chat,,2025-08-07,2025-08-07,10.71,2025-08-08,10.8,0.8403,FLAT,NO,1,0.007403,2025-08-07,after_hours,returns_matrix.csv,TRUE,timing unresolved (non-US issuer),FALSE,FALSE,,,,,,,,,,,,,"w=[0.55,0.45,0,0] thr=(+0.25,-0.05), deployed default (risk-accepted, PSR=0.0/perm p=0.150 at N=161, not rechecked at N=268)"
57,Maersk|2025|Q3,Maersk,AMKBY,2025,Q3,0.3275,BUY,0.005012,20260812_183842,deepseek-chat,,2025-11-05,2025-11-05,10.38,2025-11-06,9.8,-5.5877,DOWN,NO,1,-0.056877,2025-11-05,after_hours,returns_matrix.csv,TRUE,timing unresolved (non-US issuer),FALSE,FALSE,,,,,,,,,,,,,"w=[0.55,0.45,0,0] thr=(+0.25,-0.05), deployed default (risk-accepted, PSR=0.0/perm p=0.150 at N=161, not rechecked at N=268)"
58,Maersk|2025|Q4,Maersk,AMKBY,2025,Q4,-0.5,SELL,0.004087,20260812_183842,deepseek-chat,,2026-02-05,2026-02-05,12.09,2026-02-06,11.93,-1.3234,FLAT,NO,-1,0.012234,2026-02-05,after_hours,returns_matrix.csv,TRUE,timing unresolved (non-US issuer),FALSE,FALSE,,,,,,,,,,,,,"w=[0.55,0.45,0,0] thr=(+0.25,-0.05), deployed default (risk-accepted, PSR=0.0/perm p=0.150 at N=161, not rechecked at N=268)"
59,McDonald's|2026|Q1,McDonald's,MCD,2026,Q1,-0.19,SELL,0.003727,20260812_183842,deepseek-chat,,2026-05-07,2026-05-06,284.1,2026-05-07,287.83,1.3129,FLAT,NO,-1,-0.014129,2026-05-07,pre_market,returns_matrix.csv,FALSE,,FALSE,FALSE,,,,,,,,,,,,,"w=[0.55,0.45,0,0] thr=(+0.25,-0.05), deployed default (risk-accepted, PSR=0.0/perm p=0.150 at N=161, not rechecked at N=268)"
60,McDonald's|2024|Q4,McDonald's,MCD,2024,Q4,-0.1,SELL,0.005491,20260812_183842,deepseek-chat,,2025-02-10,2025-02-07,294.3,2025-02-10,302.27,2.7081,UP,NO,-1,-0.028081,2025-02-10,pre_market,returns_matrix.csv,FALSE,,FALSE,FALSE,,,,,,,,,,,,,"w=[0.55,0.45,0,0] thr=(+0.25,-0.05), deployed default (risk-accepted, PSR=0.0/perm p=0.150 at N=161, not rechecked at N=268)"
61,McDonald's|2025|Q4,McDonald's,MCD,2025,Q4,0.25,HOLD,0.004915,20260812_183842,deepseek-chat,,2026-02-11,2026-02-10,325.97,2026-02-11,323.58,-0.7332,FLAT,YES,0,0.0,2026-02-11,pre_market,returns_matrix.csv,FALSE,,FALSE,FALSE,,,,,,,,,,,,,"w=[0.55,0.45,0,0] thr=(+0.25,-0.05), deployed default (risk-accepted, PSR=0.0/perm p=0.150 at N=161, not rechecked at N=268)"
62,Meta|2026|Q1,Meta,META,2026,Q1,-0.41,SELL,0.006727,20260812_183842,deepseek-chat,,2026-04-29,2026-04-29,669.12,2026-04-30,619.32,-7.4426,DOWN,YES,-1,0.073426,2026-04-29,after_hours,returns_matrix.csv,TRUE,worksheet contamination,FALSE,FALSE,,,,,,,,,,,,,"w=[0.55,0.45,0,0] thr=(+0.25,-0.05), deployed default (risk-accepted, PSR=0.0/perm p=0.150 at N=161, not rechecked at N=268)"
63,Meta|2025|Q3,Meta,META,2025,Q3,-0.1125,SELL,0.006683,20260812_183842,deepseek-chat,,2025-10-29,2025-10-29,751.67,2025-10-30,669.15,-10.9782,DOWN,YES,-1,0.108782,2025-10-29,after_hours,returns_matrix.csv,TRUE,worksheet contamination,FALSE,FALSE,,,,,,,,,,,,,"w=[0.55,0.45,0,0] thr=(+0.25,-0.05), deployed default (risk-accepted, PSR=0.0/perm p=0.150 at N=161, not rechecked at N=268)"
64,Meta|2025|Q4,Meta,META,2025,Q4,0.3875,BUY,0.006905,20260812_183842,deepseek-chat,,2026-01-28,2026-01-28,668.73,2026-01-29,737.43,10.2732,UP,YES,1,0.101732,2026-01-28,after_hours,returns_matrix.csv,TRUE,worksheet contamination,FALSE,FALSE,,,,,,,,,,,,,"w=[0.55,0.45,0,0] thr=(+0.25,-0.05), deployed default (risk-accepted, PSR=0.0/perm p=0.150 at N=161, not rechecked at N=268)"
65,Nike|2025|Q1,Nike,NKE,2025,Q1,-0.5,SELL,0.003236,20260812_183842,deepseek-chat,,2024-10-01,2024-10-01,89.13,2024-10-02,82.89,-7.001,DOWN,YES,-1,0.06901,2024-10-01,after_hours,returns_matrix.csv,FALSE,,FALSE,FALSE,,,,,,,,,,,,,"w=[0.55,0.45,0,0] thr=(+0.25,-0.05), deployed default (risk-accepted, PSR=0.0/perm p=0.150 at N=161, not rechecked at N=268)"
66,Nike|2025|Q2,Nike,NKE,2025,Q2,-0.5,SELL,0.003382,20260812_183842,deepseek-chat,,2024-12-19,2024-12-19,77.1,2024-12-20,75.96,-1.4786,FLAT,NO,-1,0.013786,2024-12-19,after_hours,returns_matrix.csv,FALSE,,FALSE,FALSE,,,,,,,,,,,,,"w=[0.55,0.45,0,0] thr=(+0.25,-0.05), deployed default (risk-accepted, PSR=0.0/perm p=0.150 at N=161, not rechecked at N=268)"
67,Nike|2025|Q3,Nike,NKE,2025,Q3,-0.275,SELL,0.003508,20260812_183842,deepseek-chat,,2025-03-20,2025-03-20,71.86,2025-03-21,66.59,-7.3337,DOWN,YES,-1,0.072337,2025-03-20,after_hours,returns_matrix.csv,FALSE,,FALSE,FALSE,,,,,,,,,,,,,"w=[0.55,0.45,0,0] thr=(+0.25,-0.05), deployed default (risk-accepted, PSR=0.0/perm p=0.150 at N=161, not rechecked at N=268)"
68,Nvidia|2025|Q1,Nvidia,NVDA,2025,Q1,-0.275,SELL,0.003276,20260812_183842,deepseek-chat,,2025-02-26,2025-02-26,131.28,2025-02-27,135.0,2.8336,UP,NO,-1,-0.029336,2025-02-26,after_hours,returns_matrix.csv,TRUE,worksheet contamination,FALSE,FALSE,,,,,,,,,,,,,"w=[0.55,0.45,0,0] thr=(+0.25,-0.05), deployed default (risk-accepted, PSR=0.0/perm p=0.150 at N=161, not rechecked at N=268)"
69,Nvidia|2025|Q2,Nvidia,NVDA,2025,Q2,-0.0325,HOLD,0.003677,20260812_183842,deepseek-chat,,2025-05-28,2025-05-28,134.81,2025-05-29,142.25,5.5189,UP,NO,0,0.0,2025-05-28,after_hours,returns_matrix.csv,TRUE,worksheet contamination,FALSE,FALSE,,,,,,,,,,,,,"w=[0.55,0.45,0,0] thr=(+0.25,-0.05), deployed default (risk-accepted, PSR=0.0/perm p=0.150 at N=161, not rechecked at N=268)"
70,Nvidia|2025|Q3,Nvidia,NVDA,2025,Q3,0.33,BUY,0.004084,20260812_183842,deepseek-chat,,2025-08-27,2025-08-27,181.6,2025-08-28,180.82,-0.4295,FLAT,NO,1,-0.005295,2025-08-27,after_hours,returns_matrix.csv,TRUE,worksheet contamination,FALSE,FALSE,,,,,,,,,,,,,"w=[0.55,0.45,0,0] thr=(+0.25,-0.05), deployed default (risk-accepted, PSR=0.0/perm p=0.150 at N=161, not rechecked at N=268)"
71,Nvidia|2025|Q4,Nvidia,NVDA,2025,Q4,0.4575,BUY,0.003756,20260812_183842,deepseek-chat,,2025-11-19,2025-11-19,186.52,2025-11-20,195.95,5.0558,UP,YES,1,0.049558,2025-11-19,after_hours,returns_matrix.csv,TRUE,worksheet contamination,FALSE,FALSE,,,,,,,,,,,,,"w=[0.55,0.45,0,0] thr=(+0.25,-0.05), deployed default (risk-accepted, PSR=0.0/perm p=0.150 at N=161, not rechecked at N=268)"
72,Tesla|2026|Q1,Tesla,TSLA,2026,Q1,-0.08,SELL,0.005918,20260812_183842,deepseek-chat,,2026-04-22,2026-04-22,387.51,2026-04-23,375.28,-3.1561,DOWN,YES,-1,0.030561,2026-04-22,after_hours,returns_matrix.csv,TRUE,worksheet contamination,FALSE,FALSE,,,,,,,,,,,,,"w=[0.55,0.45,0,0] thr=(+0.25,-0.05), deployed default (risk-accepted, PSR=0.0/perm p=0.150 at N=161, not rechecked at N=268)"
73,Tesla|2025|Q3,Tesla,TSLA,2025,Q3,0.245,HOLD,0.006623,20260812_183842,deepseek-chat,,2025-10-22,2025-10-22,438.97,2025-10-23,420.0,-4.3215,DOWN,NO,0,0.0,2025-10-22,after_hours,returns_matrix.csv,TRUE,worksheet contamination,FALSE,FALSE,,,,,,,,,,,,,"w=[0.55,0.45,0,0] thr=(+0.25,-0.05), deployed default (risk-accepted, PSR=0.0/perm p=0.150 at N=161, not rechecked at N=268)"
74,Tesla|2025|Q4,Tesla,TSLA,2025,Q4,0.4425,BUY,0.006869,20260812_183842,deepseek-chat,,2026-01-28,2026-01-28,431.46,2026-01-29,437.8,1.4694,FLAT,NO,1,0.013694,2026-01-28,after_hours,returns_matrix.csv,TRUE,worksheet contamination,FALSE,FALSE,,,,,,,,,,,,,"w=[0.55,0.45,0,0] thr=(+0.25,-0.05), deployed default (risk-accepted, PSR=0.0/perm p=0.150 at N=161, not rechecked at N=268)"
75,Uber|2025|Q1,Uber,UBER,2025,Q1,0.03,HOLD,0.007658,20260812_183842,deepseek-chat,,2025-05-07,2025-05-06,85.83,2025-05-07,83.13,-3.1458,DOWN,NO,0,0.0,2025-05-07,pre_market,returns_matrix.csv,FALSE,,TRUE,TRUE,HOLD,,21284,BUY,,10960,HOLD,,6190,HOLD,,14883,"w=[0.55,0.45,0,0] thr=(+0.25,-0.05), deployed default (risk-accepted, PSR=0.0/perm p=0.150 at N=161, not rechecked at N=268)"
76,Uber|2026|Q1,Uber,UBER,2026,Q1,0.03,HOLD,0.007912,20260812_183842,deepseek-chat,,2026-05-06,2026-05-05,72.95,2026-05-06,77.46,6.1823,UP,NO,0,0.0,2026-05-06,pre_market,returns_matrix.csv,FALSE,,TRUE,TRUE,BUY,,23323,BUY,,12777,HOLD,,5909,BUY,,13839,"w=[0.55,0.45,0,0] thr=(+0.25,-0.05), deployed default (risk-accepted, PSR=0.0/perm p=0.150 at N=161, not rechecked at N=268)"
77,Uber|2025|Q2,Uber,UBER,2025,Q2,0.21,HOLD,0.007644,20260812_183842,deepseek-chat,,2025-08-06,2025-08-05,89.39,2025-08-06,90.95,1.7452,FLAT,YES,0,0.0,2025-08-06,pre_market,returns_matrix.csv,FALSE,,TRUE,TRUE,BUY,,20820,BUY,,11136,BUY,,5592,BUY,,13071,"w=[0.55,0.45,0,0] thr=(+0.25,-0.05), deployed default (risk-accepted, PSR=0.0/perm p=0.150 at N=161, not rechecked at N=268)"
78,Uber|2025|Q4,Uber,UBER,2025,Q4,0.2775,BUY,0.008668,20260812_183842,deepseek-chat,,2026-02-04,2026-02-03,77.93,2026-02-04,75.62,-2.9578,DOWN,NO,1,-0.030578,2026-02-04,pre_market,returns_matrix.csv,FALSE,,TRUE,TRUE,BUY,,25735,BUY,,14209,HOLD,,6117,BUY,,14068,"w=[0.55,0.45,0,0] thr=(+0.25,-0.05), deployed default (risk-accepted, PSR=0.0/perm p=0.150 at N=161, not rechecked at N=268)"
79,Walmart|2025|Q1,Walmart,WMT,2025,Q1,-0.08,SELL,0.005478,20260812_183842,deepseek-chat,,2025-05-15,2025-05-14,96.83,2025-05-15,94.3,-2.6128,DOWN,YES,-1,0.025128,2025-05-15,pre_market,returns_matrix.csv,FALSE,,FALSE,FALSE,,,,,,,,,,,,,"w=[0.55,0.45,0,0] thr=(+0.25,-0.05), deployed default (risk-accepted, PSR=0.0/perm p=0.150 at N=161, not rechecked at N=268)"
80,Walmart|2026|Q1,Walmart,WMT,2026,Q1,-0.0525,SELL,0.005744,20260812_183842,deepseek-chat,,2026-05-21,2026-05-20,130.85,2026-05-21,124.41,-4.9217,DOWN,YES,-1,0.048217,2026-05-21,pre_market,returns_matrix.csv,FALSE,,FALSE,FALSE,,,,,,,,,,,,,"w=[0.55,0.45,0,0] thr=(+0.25,-0.05), deployed default (risk-accepted, PSR=0.0/perm p=0.150 at N=161, not rechecked at N=268)"
81,Walmart|2025|Q2,Walmart,WMT,2025,Q2,0.165,HOLD,0.005995,20260812_183842,deepseek-chat,,2025-08-21,2025-08-20,102.57,2025-08-21,99.41,-3.0808,DOWN,NO,0,0.0,2025-08-21,pre_market,returns_matrix.csv,FALSE,,FALSE,FALSE,,,,,,,,,,,,,"w=[0.55,0.45,0,0] thr=(+0.25,-0.05), deployed default (risk-accepted, PSR=0.0/perm p=0.150 at N=161, not rechecked at N=268)"
82,Walmart|2025|Q3,Walmart,WMT,2025,Q3,0.32,BUY,0.005502,20260812_183842,deepseek-chat,,2025-11-20,2025-11-19,100.61,2025-11-20,103.94,3.3098,UP,YES,1,0.032098,2025-11-20,pre_market,returns_matrix.csv,FALSE,,FALSE,FALSE,,,,,,,,,,,,,"w=[0.55,0.45,0,0] thr=(+0.25,-0.05), deployed default (risk-accepted, PSR=0.0/perm p=0.150 at N=161, not rechecked at N=268)"
83,Walmart|2025|Q4,Walmart,WMT,2025,Q4,0.12,HOLD,0.006738,20260812_183842,deepseek-chat,,2026-02-19,2026-02-18,126.62,2026-02-19,128.5,1.4848,FLAT,YES,0,0.0,2026-02-19,pre_market,returns_matrix.csv,FALSE,,FALSE,FALSE,,,,,,,,,,,,,"w=[0.55,0.45,0,0] thr=(+0.25,-0.05), deployed default (risk-accepted, PSR=0.0/perm p=0.150 at N=161, not rechecked at N=268)"
84,Bank of America|2025|Q1,Bank of America,BAC,2025,Q1,-0.135,SELL,0.006709,20260812_183842,deepseek-chat,,2025-04-15,2025-04-14,36.67,2025-04-15,37.8,3.0815,UP,NO,-1,-0.031815,2025-04-15,pre_market,returns_matrix.csv,FALSE,,TRUE,TRUE,HOLD,,63331,HOLD,,20186,,,,,,,"w=[0.55,0.45,0,0] thr=(+0.25,-0.05), deployed default (risk-accepted, PSR=0.0/perm p=0.150 at N=161, not rechecked at N=268)"
85,Bank of America|2025|Q2,Bank of America,BAC,2025,Q2,0.1275,HOLD,0.007113,20260812_183842,deepseek-chat,,2025-07-16,2025-07-15,46.15,2025-07-16,46.25,0.2167,FLAT,YES,0,0.0,2025-07-16,pre_market,returns_matrix.csv,FALSE,,TRUE,TRUE,HOLD,,69842,HOLD,,21269,,,,,,,"w=[0.55,0.45,0,0] thr=(+0.25,-0.05), deployed default (risk-accepted, PSR=0.0/perm p=0.150 at N=161, not rechecked at N=268) | report_date ambiguous (multiple candidate trading days), unreviewed - see phase2/report_dates.json"
86,Bank of America|2025|Q3,Bank of America,BAC,2025,Q3,0.3,BUY,0.007099,20260812_183842,deepseek-chat,,2025-10-15,2025-10-14,50.09,2025-10-15,51.57,2.9547,UP,YES,1,0.028547,2025-10-15,pre_market,returns_matrix.csv,FALSE,,TRUE,TRUE,BUY,,67848,HOLD,,21544,,,,,,,"w=[0.55,0.45,0,0] thr=(+0.25,-0.05), deployed default (risk-accepted, PSR=0.0/perm p=0.150 at N=161, not rechecked at N=268)"
87,Bank of America|2025|Q4,Bank of America,BAC,2025,Q4,0.25,HOLD,0.008346,20260812_183842,deepseek-chat,,2026-01-14,2026-01-13,54.54,2026-01-14,52.88,-3.0436,DOWN,NO,0,0.0,2026-01-14,pre_market,returns_matrix.csv,FALSE,,TRUE,TRUE,HOLD,,70033,HOLD,,23020,,,,,,,"w=[0.55,0.45,0,0] thr=(+0.25,-0.05), deployed default (risk-accepted, PSR=0.0/perm p=0.150 at N=161, not rechecked at N=268)"
88,Boeing|2025|Q1,Boeing,BA,2025,Q1,0.0025,HOLD,0.00907,20260812_183842,deepseek-chat,,2025-04-23,2025-04-22,162.52,2025-04-23,174.0,7.0637,UP,NO,0,0.0,2025-04-23,pre_market,returns_matrix.csv,FALSE,,TRUE,TRUE,HOLD,,25538,HOLD,,10489,HOLD,,10186,HOLD,,13335,"w=[0.55,0.45,0,0] thr=(+0.25,-0.05), deployed default (risk-accepted, PSR=0.0/perm p=0.150 at N=161, not rechecked at N=268)"
89,Boeing|2025|Q2,Boeing,BA,2025,Q2,0.155,HOLD,0.005228,20260812_183842,deepseek-chat,,2025-07-29,2025-07-28,236.41,2025-07-29,239.5,1.307,FLAT,YES,0,0.0,2025-07-29,pre_market,returns_matrix.csv,FALSE,,TRUE,TRUE,HOLD,,14858,HOLD,,12614,,,,,,,"w=[0.55,0.45,0,0] thr=(+0.25,-0.05), deployed default (risk-accepted, PSR=0.0/perm p=0.150 at N=161, not rechecked at N=268)"
90,Boeing|2025|Q3,Boeing,BA,2025,Q3,-0.14,SELL,0.005247,20260812_183842,deepseek-chat,,2025-10-29,2025-10-28,223.33,2025-10-29,221.36,-0.8821,FLAT,NO,-1,0.007821,2025-10-29,pre_market,returns_matrix.csv,FALSE,,TRUE,TRUE,SELL,,14143,SELL,,11977,,,,,,,"w=[0.55,0.45,0,0] thr=(+0.25,-0.05), deployed default (risk-accepted, PSR=0.0/perm p=0.150 at N=161, not rechecked at N=268)"
91,Boeing|2025|Q4,Boeing,BA,2025,Q4,0.25,HOLD,0.035998,20260812_183842,deepseek-chat,,2026-01-27,2026-01-26,248.43,2026-01-27,242.5,-2.387,DOWN,NO,0,0.0,2026-01-27,pre_market,returns_matrix.csv,FALSE,,TRUE,TRUE,HOLD,,124605,HOLD,,12948,HOLD,,12492,HOLD,,14129,"w=[0.55,0.45,0,0] thr=(+0.25,-0.05), deployed default (risk-accepted, PSR=0.0/perm p=0.150 at N=161, not rechecked at N=268)"
92,Disney|2025|Q1,Disney,DIS,2025,Q1,0.25,HOLD,0.006273,20260812_183842,deepseek-chat,,2025-02-05,2025-02-04,113.3,2025-02-05,115.7,2.1183,UP,NO,0,0.0,2025-02-05,pre_market,returns_matrix.csv,FALSE,,TRUE,TRUE,HOLD,,15207,BUY,,7441,,,,,,,"w=[0.55,0.45,0,0] thr=(+0.25,-0.05), deployed default (risk-accepted, PSR=0.0/perm p=0.150 at N=161, not rechecked at N=268)"
93,Disney|2025|Q3,Disney,DIS,2025,Q3,0.2375,HOLD,0.006136,20260812_183842,deepseek-chat,,2025-08-06,2025-08-05,118.32,2025-08-06,115.78,-2.1467,DOWN,NO,0,0.0,2025-08-06,pre_market,returns_matrix.csv,FALSE,,TRUE,TRUE,BUY,,16215,BUY,,5716,,,,,,,"w=[0.55,0.45,0,0] thr=(+0.25,-0.05), deployed default (risk-accepted, PSR=0.0/perm p=0.150 at N=161, not rechecked at N=268)"
94,Disney|2025|Q4,Disney,DIS,2025,Q4,0.3,BUY,0.006489,20260812_183842,deepseek-chat,,2025-11-13,2025-11-12,116.65,2025-11-13,108.89,-6.6524,DOWN,NO,1,-0.067524,2025-11-13,pre_market,returns_matrix.csv,FALSE,,TRUE,TRUE,BUY,,15879,HOLD,,5542,,,,,,,"w=[0.55,0.45,0,0] thr=(+0.25,-0.05), deployed default (risk-accepted, PSR=0.0/perm p=0.150 at N=161, not rechecked at N=268)"
95,JPMorgan|2025|Q1,JPMorgan,JPM,2025,Q1,-0.41,SELL,0.0,20260812_183842,deepseek-chat,,2025-04-11,2025-04-10,227.11,2025-04-11,226.31,-0.3523,FLAT,NO,-1,0.002523,2025-04-11,pre_market,returns_matrix.csv,FALSE,,FALSE,FALSE,,,,,,,,,,,,,"w=[0.55,0.45,0,0] thr=(+0.25,-0.05), deployed default (risk-accepted, PSR=0.0/perm p=0.150 at N=161, not rechecked at N=268) | Token Cost unavailable: predates cost_log tracking, not backfillable"
96,JPMorgan|2026|Q1,JPMorgan,JPM,2026,Q1,-0.08,SELL,0.008313,20260812_183842,deepseek-chat,,2026-04-14,2026-04-13,313.68,2026-04-14,309.82,-1.2305,FLAT,NO,-1,0.011305,2026-04-14,pre_market,returns_matrix.csv,FALSE,,TRUE,TRUE,HOLD,,25068,HOLD,,9986,SELL,,7227,HOLD,,17362,"w=[0.55,0.45,0,0] thr=(+0.25,-0.05), deployed default (risk-accepted, PSR=0.0/perm p=0.150 at N=161, not rechecked at N=268)"
97,JPMorgan|2025|Q2,JPMorgan,JPM,2025,Q2,0.21,HOLD,0.0,20260812_183842,deepseek-chat,,2025-07-15,2025-07-14,288.7,2025-07-15,288.0,-0.2425,FLAT,YES,0,0.0,2025-07-15,pre_market,returns_matrix.csv,FALSE,,FALSE,FALSE,,,,,,,,,,,,,"w=[0.55,0.45,0,0] thr=(+0.25,-0.05), deployed default (risk-accepted, PSR=0.0/perm p=0.150 at N=161, not rechecked at N=268) | Token Cost unavailable: predates cost_log tracking, not backfillable"
98,JPMorgan|2025|Q3,JPMorgan,JPM,2025,Q3,0.2175,HOLD,0.0,20260812_183842,deepseek-chat,,2025-10-14,2025-10-13,307.97,2025-10-14,305.84,-0.6916,FLAT,YES,0,0.0,2025-10-14,pre_market,returns_matrix.csv,FALSE,,FALSE,FALSE,,,,,,,,,,,,,"w=[0.55,0.45,0,0] thr=(+0.25,-0.05), deployed default (risk-accepted, PSR=0.0/perm p=0.150 at N=161, not rechecked at N=268) | Token Cost unavailable: predates cost_log tracking, not backfillable"
99,JPMorgan|2025|Q4,JPMorgan,JPM,2025,Q4,0.2225,HOLD,0.0,20260812_183842,deepseek-chat,,2026-01-13,2026-01-12,324.49,2026-01-13,324.3,-0.0586,FLAT,YES,0,0.0,2026-01-13,pre_market,returns_matrix.csv,FALSE,,FALSE,FALSE,,,,,,,,,,,,,"w=[0.55,0.45,0,0] thr=(+0.25,-0.05), deployed default (risk-accepted, PSR=0.0/perm p=0.150 at N=161, not rechecked at N=268) | Token Cost unavailable: predates cost_log tracking, not backfillable"
100,Netflix|2025|Q1,Netflix,NFLX,2025,Q1,-0.0525,SELL,0.008116,20260812_183842,deepseek-chat,,2025-04-17,2025-04-17,97.303,2025-04-18,98.44,1.1685,FLAT,NO,-1,-0.012685,2025-04-17,after_hours,returns_matrix.csv,FALSE,,FALSE,FALSE,,,,,,,,,,,,,"w=[0.55,0.45,0,0] thr=(+0.25,-0.05), deployed default (risk-accepted, PSR=0.0/perm p=0.150 at N=161, not rechecked at N=268)"
101,Netflix|2026|Q1,Netflix,NFLX,2026,Q1,-0.0525,SELL,0.008081,20260812_183842,deepseek-chat,,2026-04-16,2026-04-16,107.79,2026-04-17,96.37,-10.5947,DOWN,YES,-1,0.104947,2026-04-16,after_hours,returns_matrix.csv,FALSE,,FALSE,FALSE,,,,,,,,,,,,,"w=[0.55,0.45,0,0] thr=(+0.25,-0.05), deployed default (risk-accepted, PSR=0.0/perm p=0.150 at N=161, not rechecked at N=268)"
102,Netflix|2025|Q2,Netflix,NFLX,2025,Q2,0.21,HOLD,0.008433,20260812_183842,deepseek-chat,,2025-07-17,2025-07-17,127.417,2025-07-18,124.2,-2.5279,DOWN,NO,0,0.0,2025-07-17,after_hours,returns_matrix.csv,FALSE,,FALSE,FALSE,,,,,,,,,,,,,"w=[0.55,0.45,0,0] thr=(+0.25,-0.05), deployed default (risk-accepted, PSR=0.0/perm p=0.150 at N=161, not rechecked at N=268)"
103,Netflix|2025|Q3,Netflix,NFLX,2025,Q3,0.135,HOLD,0.005811,20260812_183842,deepseek-chat,,2025-10-21,2025-10-21,124.135,2025-10-22,114.29,-7.9309,DOWN,NO,0,0.0,2025-10-21,after_hours,returns_matrix.csv,TRUE,worksheet contamination,FALSE,FALSE,,,,,,,,,,,,,"w=[0.55,0.45,0,0] thr=(+0.25,-0.05), deployed default (risk-accepted, PSR=0.0/perm p=0.150 at N=161, not rechecked at N=268)"
104,Netflix|2024|Q4,Netflix,NFLX,2024,Q4,0.8,BUY,0.005691,20260812_183842,deepseek-chat,,2025-01-21,2025-01-21,86.968,2025-01-22,99.8,14.7583,UP,YES,1,0.146583,2025-01-21,after_hours,returns_matrix.csv,TRUE,worksheet contamination,FALSE,FALSE,,,,,,,,,,,,,"w=[0.55,0.45,0,0] thr=(+0.25,-0.05), deployed default (risk-accepted, PSR=0.0/perm p=0.150 at N=161, not rechecked at N=268)"
105,Netflix|2025|Q4,Netflix,NFLX,2025,Q4,0.4425,BUY,0.008798,20260812_183842,deepseek-chat,,2026-01-20,2026-01-20,87.26,2026-01-21,82.52,-5.432,DOWN,NO,1,-0.05532,2026-01-20,after_hours,returns_matrix.csv,TRUE,worksheet contamination,FALSE,FALSE,,,,,,,,,,,,,"w=[0.55,0.45,0,0] thr=(+0.25,-0.05), deployed default (risk-accepted, PSR=0.0/perm p=0.150 at N=161, not rechecked at N=268)"
106,Target|2025|Q1,Target,TGT,2025,Q1,-0.41,SELL,0.008485,20260812_183842,deepseek-chat,,2025-05-21,2025-05-20,98.12,2025-05-21,91.5,-6.7468,DOWN,YES,-1,0.066468,2025-05-21,pre_market,returns_matrix.csv,FALSE,,TRUE,TRUE,SELL,,24121,SELL,,10758,SELL,,13109,SELL,,10509,"w=[0.55,0.45,0,0] thr=(+0.25,-0.05), deployed default (risk-accepted, PSR=0.0/perm p=0.150 at N=161, not rechecked at N=268)"
107,Target|2026|Q1,Target,TGT,2026,Q1,0.03,HOLD,0.008872,20260812_183842,deepseek-chat,,2026-05-20,2026-05-19,127.24,2026-05-20,120.21,-5.525,DOWN,NO,0,0.0,2026-05-20,pre_market,returns_matrix.csv,FALSE,,TRUE,TRUE,BUY,,26201,BUY,,10969,BUY,,12485,BUY,,13971,"w=[0.55,0.45,0,0] thr=(+0.25,-0.05), deployed default (risk-accepted, PSR=0.0/perm p=0.150 at N=161, not rechecked at N=268)"
108,Target|2025|Q2,Target,TGT,2025,Q2,0,HOLD,0.008658,20260812_183842,deepseek-chat,,2025-08-20,2025-08-19,105.36,2025-08-20,94.41,-10.3929,DOWN,NO,0,0.0,2025-08-20,pre_market,returns_matrix.csv,FALSE,,TRUE,TRUE,SELL,,26338,SELL,,11304,HOLD,,13785,HOLD,,11892,"w=[0.55,0.45,0,0] thr=(+0.25,-0.05), deployed default (risk-accepted, PSR=0.0/perm p=0.150 at N=161, not rechecked at N=268)"
109,Target|2025|Q3,Target,TGT,2025,Q3,-0.23,SELL,0.008778,20260812_183842,deepseek-chat,,2025-11-19,2025-11-18,88.53,2025-11-19,86.42,-2.3834,DOWN,YES,-1,0.022834,2025-11-19,pre_market,returns_matrix.csv,FALSE,,TRUE,TRUE,SELL,,27184,SELL,,11328,SELL,,12346,SELL,,13006,"w=[0.55,0.45,0,0] thr=(+0.25,-0.05), deployed default (risk-accepted, PSR=0.0/perm p=0.150 at N=161, not rechecked at N=268)"
110,Barclays|2026|Q1,Barclays,BCS,2026,Q1,-0.0525,SELL,0.016143,20260812_183842,deepseek-chat,,2026-04-28,2026-04-27,23.09,2026-04-28,22.92,-0.7362,FLAT,NO,-1,0.006362,2026-04-28,pre_market,returns_matrix.csv,FALSE,,TRUE,TRUE,HOLD,,54631,HOLD,,41643,,,,,,,"w=[0.55,0.45,0,0] thr=(+0.25,-0.05), deployed default (risk-accepted, PSR=0.0/perm p=0.150 at N=161, not rechecked at N=268)"
